  Time                 , V(VN)                , V(VS)                
  1.802501183248e+01  ,1.267915466451e+00  ,2.084319373414e+00  
  1.802546402975e+01  ,1.292118388461e+00  ,2.122002478883e+00  
  1.802636842428e+01  ,1.340534728020e+00  ,2.197368689820e+00  
  1.802817721334e+01  ,1.437349321088e+00  ,2.348101111695e+00  
  1.803000000001e+01  ,1.534912375384e+00  ,2.500000000000e+00  
  1.803036175782e+01  ,1.535408954718e+00  ,2.500000000000e+00  
  1.803108529298e+01  ,1.535370921833e+00  ,2.500000000000e+00  
  1.803253236329e+01  ,1.535267918603e+00  ,2.500000000000e+00  
  1.803542650392e+01  ,1.535059738322e+00  ,2.500000000000e+00  
  1.804121478517e+01  ,1.534644822706e+00  ,2.500000000000e+00  
  1.805279134767e+01  ,1.533813222428e+00  ,2.500000000000e+00  
  1.807594447267e+01  ,1.532149515580e+00  ,2.500000000000e+00  
  1.812225072267e+01  ,1.528813841287e+00  ,2.500000000000e+00  
  1.821486322267e+01  ,1.522116254666e+00  ,2.500000000000e+00  
  1.840008822267e+01  ,1.508613900980e+00  ,2.500000000000e+00  
  1.877053822267e+01  ,1.481219400652e+00  ,2.500000000000e+00  
  1.951143822267e+01  ,1.425177484285e+00  ,2.500000000000e+00  
  2.051143822267e+01  ,1.348172328318e+00  ,2.500000000000e+00  
  2.151143822267e+01  ,1.271825842210e+00  ,2.500000000000e+00  
  2.251143822267e+01  ,1.198678499553e+00  ,2.500000000000e+00  
  2.300000000001e+01  ,1.164829030517e+00  ,2.500000000000e+00  
  2.300300000001e+01  ,1.042046462127e+00  ,2.249999999100e+00  
  2.300479715590e+01  ,9.682898706524e-01  ,2.100237008333e+00  
  2.300544080460e+01  ,9.418734490173e-01  ,2.046599616667e+00  
  2.300569469660e+01  ,9.314560173661e-01  ,2.025441950000e+00  
  2.300569469670e+01  ,9.314479039167e-01  ,2.025441941667e+00  
  2.300569472348e+01  ,9.314601684455e-01  ,2.025439710073e+00  
  2.300569477704e+01  ,9.314446507487e-01  ,2.025435246679e+00  
  2.300569486031e+01  ,9.314545794623e-01  ,2.025428307705e+00  
  2.300569502684e+01  ,9.314344222075e-01  ,2.025414429756e+00  
  2.300569535991e+01  ,9.314336953685e-01  ,2.025386673860e+00  
  2.300569602606e+01  ,9.313924275921e-01  ,2.025331162067e+00  
  2.300569735834e+01  ,9.313514169189e-01  ,2.025220138482e+00  
  2.300570002290e+01  ,9.312307239161e-01  ,2.024998091313e+00  
  2.300570535204e+01  ,9.310281090438e-01  ,2.024553996973e+00  
  2.300571601030e+01  ,9.305796441622e-01  ,2.023665808293e+00  
  2.300573732683e+01  ,9.297189001227e-01  ,2.021889430932e+00  
  2.300577995989e+01  ,9.279469236499e-01  ,2.018336676212e+00  
  2.300586522600e+01  ,9.244659271790e-01  ,2.011231166772e+00  
  2.300599744890e+01  ,9.190232528490e-01  ,2.000212591667e+00  
  2.300603195710e+01  ,9.176225956180e-01  ,1.997336908333e+00  
  2.300617452730e+01  ,9.117578208097e-01  ,1.985456058333e+00  
  2.300619545220e+01  ,9.109130649013e-01  ,1.983712316667e+00  
  2.300621142420e+01  ,9.102445013705e-01  ,1.982381316667e+00  
  2.300622054370e+01  ,9.098837784841e-01  ,1.981621358333e+00  
  2.300624746150e+01  ,9.087659321958e-01  ,1.979378208333e+00  
  2.300624790460e+01  ,9.087610209826e-01  ,1.979341283333e+00  
  2.300624790900e+01  ,9.087474748376e-01  ,1.979340916666e+00  
  2.300624790910e+01  ,9.087593474542e-01  ,1.979340908333e+00  
  2.300624792851e+01  ,9.087476464920e-01  ,1.979339290812e+00  
  2.300624794795e+01  ,9.087578369654e-01  ,1.979337670808e+00  
  2.300624798683e+01  ,9.087452561362e-01  ,1.979334430799e+00  
  2.300624806459e+01  ,9.087530538091e-01  ,1.979327950780e+00  
  2.300624822011e+01  ,9.087356776581e-01  ,1.979314990744e+00  
  2.300624853115e+01  ,9.087343535502e-01  ,1.979289070671e+00  
  2.300624915323e+01  ,9.086986671900e-01  ,1.979237230524e+00  
  2.300625039740e+01  ,9.086583504104e-01  ,1.979133550231e+00  
  2.300625288572e+01  ,9.085429687984e-01  ,1.978926189646e+00  
  2.300625786238e+01  ,9.083463033312e-01  ,1.978511468475e+00  
  2.300626781569e+01  ,9.079239497078e-01  ,1.977682026133e+00  
  2.300628143710e+01  ,9.073825299274e-01  ,1.976546908333e+00  
  2.300628268120e+01  ,9.073251687223e-01  ,1.976443233333e+00  
  2.300628268640e+01  ,9.073416535975e-01  ,1.976442800000e+00  
  2.300630786035e+01  ,9.062501722365e-01  ,1.974344970817e+00  
  2.300633121850e+01  ,9.053428915795e-01  ,1.972398457959e+00  
  2.300637793481e+01  ,9.034134551766e-01  ,1.968505432243e+00  
  2.300644396265e+01  ,9.007116630673e-01  ,1.963003112907e+00  
  2.300657601831e+01  ,8.952866719337e-01  ,1.951998474235e+00  
  2.300684012964e+01  ,8.844547444605e-01  ,1.929989196891e+00  
  2.300736835229e+01  ,8.627747813589e-01  ,1.885970642204e+00  
  2.300842479761e+01  ,8.194336253800e-01  ,1.797933532829e+00  
  2.301053768823e+01  ,7.327458975487e-01  ,1.621859314079e+00  
  2.301476346948e+01  ,5.594530085800e-01  ,1.269710876579e+00  
  2.302321503198e+01  ,2.157180786016e-01  ,5.654140015787e-01  
  2.302332104711e+01  ,2.115358105075e-01  ,5.565794077885e-01  
  2.302353308324e+01  ,2.032196842047e-01  ,5.389097300542e-01  
  2.302395715550e+01  ,1.867024330131e-01  ,5.035703745856e-01  
  2.302406317357e+01  ,7.510465528321e-02  ,4.947355357183e-01  
  2.302427520970e+01  ,-1.926205348573e-01  ,4.770658579840e-01  
  2.302469928197e+01  ,-1.931919495546e-01  ,4.417265025154e-01  
  2.302532750463e+01  ,-1.926561834553e-01  ,3.893746144946e-01  
  2.302618121556e+01  ,-1.932330994896e-01  ,3.182320363697e-01  
  2.302788863744e+01  ,-1.927311961917e-01  ,1.759468801197e-01  
  2.302815255776e+01  ,-1.932875975472e-01  ,1.539535199798e-01  
  2.302833730198e+01  ,-1.930200203642e-01  ,1.385581679818e-01  
  2.302870678441e+01  ,-1.925494450988e-01  ,1.077679661590e-01  
  2.302879915501e+01  ,-1.925511887239e-01  ,1.000704157033e-01  
  2.302898389622e+01  ,-1.926848817529e-01  ,8.467531479183e-02  
  2.302903008153e+01  ,-1.335233415593e-01  ,8.082653956383e-02  
  2.302912245213e+01  ,-1.170474968385e-01  ,7.312898910812e-02  
  2.302930719334e+01  ,-1.235525888821e-06  ,5.773388819670e-02  
  2.302967667576e+01  ,-4.078167365473e-07  ,2.694368637387e-02  
  2.303000000001e+01  ,-4.019934732591e-07  ,0.000000000000e+00  
  2.303007389650e+01  ,-3.908976002054e-07  ,0.000000000000e+00  
  2.303016616945e+01  ,-3.904390532827e-07  ,0.000000000000e+00  
  2.303035071534e+01  ,-3.898624071352e-07  ,0.000000000000e+00  
  2.303071980714e+01  ,-3.896121570091e-07  ,0.000000000000e+00  
  2.303145799073e+01  ,-3.897557685761e-07  ,0.000000000000e+00  
  2.303293435792e+01  ,-3.898630232535e-07  ,0.000000000000e+00  
  2.303588709230e+01  ,-3.903876178712e-07  ,0.000000000000e+00  
  2.304179256105e+01  ,-3.912205430445e-07  ,0.000000000000e+00  
  2.305360349855e+01  ,-3.928401454134e-07  ,0.000000000000e+00  
  2.307722537355e+01  ,-3.959236863638e-07  ,0.000000000000e+00  
  2.312446912355e+01  ,-4.015393980372e-07  ,0.000000000000e+00  
  2.321895662355e+01  ,-4.109850411105e-07  ,0.000000000000e+00  
  2.340793162355e+01  ,-4.250149356344e-07  ,0.000000000000e+00  
  2.378588162355e+01  ,-4.423491863637e-07  ,0.000000000000e+00  
  2.400000000001e+01  ,-4.486094827838e-07  ,6.000533403494e-10  
  2.400300000001e+01  ,-4.647477876429e-07  ,1.500000005400e-01  
  2.400900000001e+01  ,-2.033707820956e-01  ,4.500000005400e-01  
  2.402100000001e+01  ,6.058046816033e-01  ,1.050000000540e+00  
  2.403000000001e+01  ,8.985684594372e-01  ,1.500000000000e+00  
  2.403209687501e+01  ,8.974171311129e-01  ,1.500000000000e+00  
  2.403629062501e+01  ,8.973341004457e-01  ,1.500000000000e+00  
  2.404467812501e+01  ,8.965533619630e-01  ,1.500000000000e+00  
  2.405818906251e+01  ,8.957260801108e-01  ,1.500000000000e+00  
  2.408521093751e+01  ,8.936210940592e-01  ,1.500000000000e+00  
  2.413925468751e+01  ,8.898135626223e-01  ,1.500000000000e+00  
  2.424734218751e+01  ,8.817290454172e-01  ,1.500000000000e+00  
  2.446351718751e+01  ,8.657207401120e-01  ,1.500000000000e+00  
  2.489586718751e+01  ,8.325376141001e-01  ,1.500000000000e+00  
  2.576056718751e+01  ,7.652140487917e-01  ,1.500000000000e+00  
  2.676056718751e+01  ,6.899030223140e-01  ,1.500000000000e+00  
  2.776056718751e+01  ,6.241138064070e-01  ,1.500000000000e+00  
  2.876056718751e+01  ,5.709789255052e-01  ,1.500000000000e+00  
  2.900000000001e+01  ,5.605073977495e-01  ,1.500000000000e+00  
  2.900300000001e+01  ,4.984112207603e-01  ,1.349999999460e+00  
  2.900900000001e+01  ,3.741778348922e-01  ,1.049999999460e+00  
  2.901050000001e+01  ,3.432307959883e-01  ,9.749999994600e-01  
  2.901350000001e+01  ,2.816275706282e-01  ,8.249999994600e-01  
  2.901950000001e+01  ,1.618670976168e-01  ,5.249999994600e-01  
  2.901966406251e+01  ,1.587214442698e-01  ,5.167968744590e-01  
  2.901970507814e+01  ,1.579383877979e-01  ,5.147460932090e-01  
  2.901978710939e+01  ,1.563720338454e-01  ,5.106445307090e-01  
  2.901995117189e+01  ,1.532245130511e-01  ,5.024414057089e-01  
  2.901999218751e+01  ,1.016199846708e-01  ,5.003906244589e-01  
  2.902007421876e+01  ,-1.829300572135e-01  ,4.962890619589e-01  
  2.902023828126e+01  ,-1.883660264575e-01  ,4.880859369589e-01  
  2.902049355470e+01  ,-1.830370957905e-01  ,4.753222650839e-01  
  2.902100410157e+01  ,-1.883956087986e-01  ,4.497949213340e-01  
  2.902202519532e+01  ,-1.831627191277e-01  ,3.987402338339e-01  
  2.902406738282e+01  ,-1.885650487529e-01  ,2.966308588339e-01  
  2.902457792970e+01  ,-1.833248370967e-01  ,2.711035150840e-01  
  2.902559902345e+01  ,-1.886307570676e-01  ,2.200488275839e-01  
  2.902585429689e+01  ,-1.834381917724e-01  ,2.072851557090e-01  
  2.902636484376e+01  ,-1.886214953702e-01  ,1.817578119590e-01  
  2.902738593751e+01  ,-1.830894804443e-01  ,1.307031244590e-01  
  2.902741784669e+01  ,-1.407012714044e-01  ,1.291076654747e-01  
  2.902748166505e+01  ,-1.135301234972e-01  ,1.259167475059e-01  
  2.902760930177e+01  ,-8.825832193970e-06  ,1.195349115683e-01  
  2.902764121095e+01  ,-1.739153406732e-06  ,1.179394525840e-01  
  2.902770502931e+01  ,-8.713261983040e-07  ,1.147485346152e-01  
  2.902783266603e+01  ,-4.459851143390e-07  ,1.083666986776e-01  
  2.902808793946e+01  ,-3.951456677143e-07  ,9.560302680267e-02  
  2.902859848634e+01  ,-3.270244628151e-07  ,7.007568305273e-02  
  2.902961958009e+01  ,-3.783197970453e-07  ,1.902099555266e-02  
  2.903000000001e+01  ,-3.310530617695e-07  ,0.000000000000e+00  
  2.903009205323e+01  ,-3.543104176162e-07  ,0.000000000000e+00  
  2.903027615968e+01  ,-3.543824477759e-07  ,0.000000000000e+00  
  2.903062972413e+01  ,-3.544882573869e-07  ,0.000000000000e+00  
  2.903133685304e+01  ,-3.546814128230e-07  ,0.000000000000e+00  
  2.903275111085e+01  ,-3.550637419913e-07  ,0.000000000000e+00  
  2.903557962648e+01  ,-3.558197370912e-07  ,0.000000000000e+00  
  2.904123665773e+01  ,-3.573224066911e-07  ,0.000000000000e+00  
  2.905255072023e+01  ,-3.602071411424e-07  ,0.000000000000e+00  
  2.907517884523e+01  ,-3.655774078459e-07  ,0.000000000000e+00  
  2.912043509523e+01  ,-3.750071705388e-07  ,0.000000000000e+00  
  2.921094759523e+01  ,-3.899882843883e-07  ,0.000000000000e+00  
  2.939197259523e+01  ,-4.105835540169e-07  ,0.000000000000e+00  
  2.975402259523e+01  ,-4.340617592857e-07  ,0.000000000000e+00  
  3.000000000001e+01  ,-4.435151099713e-07  ,0.000000000000e+00  
  3.000300000001e+01  ,-4.594565654048e-07  ,1.500000005400e-01  
  3.000900000001e+01  ,-2.025752027985e-01  ,4.500000005400e-01  
  3.002100000001e+01  ,5.912560230354e-01  ,1.050000000540e+00  
  3.003000000001e+01  ,8.773510394967e-01  ,1.500000000000e+00  
  3.003209687501e+01  ,8.762230421416e-01  ,1.500000000000e+00  
  3.003629062501e+01  ,8.761296024313e-01  ,1.500000000000e+00  
  3.004467812501e+01  ,8.753327441518e-01  ,1.500000000000e+00  
  3.005818906251e+01  ,8.744765423471e-01  ,1.500000000000e+00  
  3.008521093751e+01  ,8.723174408078e-01  ,1.500000000000e+00  
  3.013925468751e+01  ,8.684013757738e-01  ,1.500000000000e+00  
  3.024734218751e+01  ,8.601134049240e-01  ,1.500000000000e+00  
  3.046351718751e+01  ,8.437443356961e-01  ,1.500000000000e+00  
  3.089586718751e+01  ,8.100767081487e-01  ,1.500000000000e+00  
  3.176056718751e+01  ,7.429024149897e-01  ,1.500000000000e+00  
  3.276056718751e+01  ,6.696928565507e-01  ,1.500000000000e+00  
  3.376056718751e+01  ,6.074164652964e-01  ,1.500000000000e+00  
  3.476056718751e+01  ,5.581683929195e-01  ,1.500000000000e+00  
  3.500000000001e+01  ,5.485825215583e-01  ,1.500000000000e+00  
  3.500300000001e+01  ,4.877307913848e-01  ,1.349999999460e+00  
  3.500900000001e+01  ,3.660064052092e-01  ,1.049999999460e+00  
  3.501050000001e+01  ,3.356934375770e-01  ,9.749999994600e-01  
  3.501350000001e+01  ,2.753717260202e-01  ,8.249999994600e-01  
  3.501950000001e+01  ,1.582574750792e-01  ,5.249999994600e-01  
  3.501966406251e+01  ,1.551849589596e-01  ,5.167968744594e-01  
  3.501970507814e+01  ,1.544201648358e-01  ,5.147460932090e-01  
  3.501978710939e+01  ,1.528903349972e-01  ,5.106445307088e-01  
  3.501995117189e+01  ,1.498160510528e-01  ,5.024414057089e-01  
  3.501999218751e+01  ,9.893287758314e-02  ,5.003906244589e-01  
  3.502007421876e+01  ,-1.820561963395e-01  ,4.962890619588e-01  
  3.502023828126e+01  ,-1.874922619900e-01  ,4.880859369589e-01  
  3.502049370118e+01  ,-1.821655713866e-01  ,4.753149408650e-01  
  3.502100454103e+01  ,-1.875250222074e-01  ,4.497729486775e-01  
  3.502202622071e+01  ,-1.823015229311e-01  ,3.986889643027e-01  
  3.502406958009e+01  ,-1.877093050862e-01  ,2.965209955526e-01  
  3.502458041993e+01  ,-1.824769812374e-01  ,2.709790033652e-01  
  3.502560209962e+01  ,-1.877821982780e-01  ,2.198950189903e-01  
  3.502585751954e+01  ,-1.825970510108e-01  ,2.071240228965e-01  
  3.502636835939e+01  ,-1.877762869699e-01  ,1.815820307090e-01  
  3.502739003907e+01  ,-1.822513558145e-01  ,1.304980463342e-01  
  3.502742196656e+01  ,-1.404565819976e-01  ,1.289016718225e-01  
  3.502748582154e+01  ,-1.133324107723e-01  ,1.257089227991e-01  
  3.502761353150e+01  ,-8.107366777921e-06  ,1.193234247523e-01  
  3.502764545900e+01  ,-1.699199306149e-06  ,1.177270502406e-01  
  3.502770931398e+01  ,-8.561951340136e-07  ,1.145343012173e-01  
  3.502783702394e+01  ,-4.399197107985e-07  ,1.081488031705e-01  
  3.502809244386e+01  ,-3.902581623139e-07  ,9.537780707660e-02  
  3.502860328370e+01  ,-3.231856370300e-07  ,6.983581488917e-02  
  3.502962496339e+01  ,-3.738671282283e-07  ,1.875183051432e-02  
  3.503000000001e+01  ,-3.272080158490e-07  ,0.000000000000e+00  
  3.503009122316e+01  ,-3.501758743252e-07  ,0.000000000000e+00  
  3.503027366945e+01  ,-3.502467422756e-07  ,0.000000000000e+00  
  3.503062445070e+01  ,-3.503565868257e-07  ,0.000000000000e+00  
  3.503132601320e+01  ,-3.505614379617e-07  ,0.000000000000e+00  
  3.503272913820e+01  ,-3.509670368218e-07  ,0.000000000000e+00  
  3.503553538820e+01  ,-3.517698306532e-07  ,0.000000000000e+00  
  3.504114788820e+01  ,-3.533579270298e-07  ,0.000000000000e+00  
  3.505237288820e+01  ,-3.564072595663e-07  ,0.000000000000e+00  
  3.507482288820e+01  ,-3.620792958237e-07  ,0.000000000000e+00  
  3.511972288820e+01  ,-3.719783953637e-07  ,0.000000000000e+00  
  3.520952288820e+01  ,-3.876186031315e-07  ,0.000000000000e+00  
  3.538912288820e+01  ,-4.089499455462e-07  ,0.000000000000e+00  
  3.574832288820e+01  ,-4.330785267348e-07  ,0.000000000000e+00  
  3.600000000001e+01  ,-4.430062142124e-07  ,1.000088900582e-09  
  3.600300000001e+01  ,-2.009685960656e-01  ,2.500000009000e-01  
  3.600900000001e+01  ,3.987993661140e-01  ,7.500000009000e-01  
  3.602100000001e+01  ,1.032177055487e+00  ,1.750000000900e+00  
  3.602279789940e+01  ,1.121607238427e+00  ,1.899824950000e+00  
  3.602351810946e+01  ,1.161888952367e+00  ,1.959842455000e+00  
  3.602366153390e+01  ,1.169412548887e+00  ,1.971794491667e+00  
  3.602375084340e+01  ,1.174082190846e+00  ,1.979236950000e+00  
  3.602378816360e+01  ,1.176032932592e+00  ,1.982346966667e+00  
  3.602378816370e+01  ,1.176012852113e+00  ,1.982346975000e+00  
  3.602378817152e+01  ,1.176027479232e+00  ,1.982347626802e+00  
  3.602378818716e+01  ,1.176028433023e+00  ,1.982348930405e+00  
  3.602378821437e+01  ,1.176029726281e+00  ,1.982351197617e+00  
  3.602378826878e+01  ,1.176032651449e+00  ,1.982355732040e+00  
  3.602378837761e+01  ,1.176038181176e+00  ,1.982364800886e+00  
  3.602378859526e+01  ,1.176049502916e+00  ,1.982382938580e+00  
  3.602378903057e+01  ,1.176071681315e+00  ,1.982419213967e+00  
  3.602378990118e+01  ,1.176115991431e+00  ,1.982491764740e+00  
  3.602379164240e+01  ,1.176204016083e+00  ,1.982636866288e+00  
  3.602379512483e+01  ,1.176383609418e+00  ,1.982927069382e+00  
  3.602380208971e+01  ,1.176747102174e+00  ,1.983507475571e+00  
  3.602381601946e+01  ,1.177488472662e+00  ,1.984668287949e+00  
  3.602384387895e+01  ,1.178947920213e+00  ,1.986989912705e+00  
  3.602389959795e+01  ,1.181861811900e+00  ,1.991633162217e+00  
  3.602399595270e+01  ,1.186904347036e+00  ,1.999662725000e+00  
  3.602411828460e+01  ,1.193307858543e+00  ,2.009857050000e+00  
  3.602445630060e+01  ,1.211010151659e+00  ,2.038025050000e+00  
  3.602448331200e+01  ,1.212425045087e+00  ,2.040276000000e+00  
  3.602451988220e+01  ,1.214340953738e+00  ,2.043323516667e+00  
  3.602454103150e+01  ,1.215448831907e+00  ,2.045085958333e+00  
  3.602454301370e+01  ,1.215552994167e+00  ,2.045251141667e+00  
  3.602454337960e+01  ,1.215572692803e+00  ,2.045281633334e+00  
  3.602454338050e+01  ,1.215573267546e+00  ,2.045281708333e+00  
  3.602454338060e+01  ,1.215572911664e+00  ,2.045281716667e+00  
  3.602454343647e+01  ,1.215576123795e+00  ,2.045286372286e+00  
  3.602454349255e+01  ,1.215578553616e+00  ,2.045291045787e+00  
  3.602454360471e+01  ,1.215584030142e+00  ,2.045300392789e+00  
  3.602454382904e+01  ,1.215594084235e+00  ,2.045319086792e+00  
  3.602454427770e+01  ,1.215614959598e+00  ,2.045356474799e+00  
  3.602454517501e+01  ,1.215655798209e+00  ,2.045431250812e+00  
  3.602454696963e+01  ,1.215739258099e+00  ,2.045580802840e+00  
  3.602455055888e+01  ,1.215932024759e+00  ,2.045879906895e+00  
  3.602455773738e+01  ,1.216317765764e+00  ,2.046478115004e+00  
  3.602455906150e+01  ,1.216387441382e+00  ,2.046588458333e+00  
  3.602455907520e+01  ,1.216388456640e+00  ,2.046589600000e+00  
  3.602455907530e+01  ,1.216388122179e+00  ,2.046589608334e+00  
  3.602455957464e+01  ,1.216418421594e+00  ,2.046631220323e+00  
  3.602456007408e+01  ,1.216444238438e+00  ,2.046672840259e+00  
  3.602456107296e+01  ,1.216497100424e+00  ,2.046756080132e+00  
  3.602456307072e+01  ,1.216601644293e+00  ,2.046922559879e+00  
  3.602456706623e+01  ,1.216811795137e+00  ,2.047255519372e+00  
  3.602457505726e+01  ,1.217230497510e+00  ,2.047921438358e+00  
  3.602459103932e+01  ,1.218068417278e+00  ,2.049253276330e+00  
  3.602462300343e+01  ,1.219742542133e+00  ,2.051916952274e+00  
  3.602468693165e+01  ,1.223091949942e+00  ,2.057244304162e+00  
  3.602481478810e+01  ,1.229789722827e+00  ,2.067899007938e+00  
  3.602507050099e+01  ,1.243186730309e+00  ,2.089208415490e+00  
  3.602558192677e+01  ,1.269979717094e+00  ,2.131827230594e+00  
  3.602660477833e+01  ,1.323565295199e+00  ,2.217064860803e+00  
  3.602865048145e+01  ,1.430726510589e+00  ,2.387540121219e+00  
  3.603000000001e+01  ,1.501413911465e+00  ,2.500000000000e+00  
  3.603040914064e+01  ,1.501894678106e+00  ,2.500000000000e+00  
  3.603122740236e+01  ,1.501858845935e+00  ,2.500000000000e+00  
  3.603286392579e+01  ,1.501718464773e+00  ,2.500000000000e+00  
  3.603613697267e+01  ,1.501503250562e+00  ,2.500000000000e+00  
  3.604263619142e+01  ,1.501011249493e+00  ,2.500000000000e+00  
  3.604654589590e+01  ,1.500749417115e+00  ,2.500000000000e+00  
  3.604941645450e+01  ,1.500520461821e+00  ,2.500000000000e+00  
  3.605140171730e+01  ,1.500397354714e+00  ,2.500000000000e+00  
  3.605151603620e+01  ,1.500379577279e+00  ,2.500000000000e+00  
  3.605158414590e+01  ,1.500373980612e+00  ,2.500000000000e+00  
  3.605161246120e+01  ,1.500371871400e+00  ,2.500000000000e+00  
  3.605161246130e+01  ,1.500372084207e+00  ,2.500000000000e+00  
  3.605161246850e+01  ,1.500371784321e+00  ,2.500000000000e+00  
  3.605161246921e+01  ,1.500372785609e+00  ,2.500000000000e+00  
  3.605161247064e+01  ,1.500392261194e+00  ,2.500000000000e+00  
  3.605161247350e+01  ,1.501879113726e+00  ,2.500000000000e+00  
  3.605161247921e+01  ,1.508413315518e+00  ,2.500000000000e+00  
  3.605161249064e+01  ,1.521511258674e+00  ,2.500000000000e+00  
  3.605161251350e+01  ,1.545807395712e+00  ,2.500000000000e+00  
  3.605161255765e+01  ,1.587378424476e+00  ,2.500000000000e+00  
  3.605161259880e+01  ,1.620048466488e+00  ,2.500000000000e+00  
  3.605161260590e+01  ,1.625209359918e+00  ,2.500000000000e+00  
  3.605161260660e+01  ,1.625679211924e+00  ,2.500000000000e+00  
  3.605161260670e+01  ,1.625749717350e+00  ,2.500000000000e+00  
  3.605161261300e+01  ,1.502735418966e+00  ,2.500000000000e+00  
  3.605161261371e+01  ,1.469589834800e+00  ,2.500000000000e+00  
  3.605161261514e+01  ,1.380843511433e+00  ,2.500000000000e+00  
  3.605161261800e+01  ,1.130244848551e+00  ,2.500000000000e+00  
  3.605161262371e+01  ,4.210190526210e-01  ,2.500000000000e+00  
  3.605161263514e+01  ,-1.633384491470e-03  ,2.500000000000e+00  
  3.605161265717e+01  ,8.401216886682e-04  ,2.500000000000e+00  
  3.605161268957e+01  ,-6.044476701845e-04  ,2.500000000000e+00  
  3.605161274132e+01  ,4.063355554251e-04  ,2.500000000000e+00  
  3.605161284480e+01  ,-2.529816783152e-04  ,2.500000000000e+00  
  3.605161305177e+01  ,1.862400575021e-04  ,2.500000000000e+00  
  3.605161337580e+01  ,-1.572044764231e-04  ,2.500000000000e+00  
  3.605161378750e+01  ,1.508250856688e-04  ,2.500000000000e+00  
  3.605161475440e+01  ,-1.488945115966e-04  ,2.500000000000e+00  
  3.605161689673e+01  ,1.519694766472e-04  ,2.500000000000e+00  
  3.605161889335e+01  ,-1.492375314598e-04  ,2.500000000000e+00  
  3.605162288657e+01  ,1.519220256228e-04  ,2.500000000000e+00  
  3.605163087302e+01  ,-1.492685697002e-04  ,2.500000000000e+00  
  3.605164684592e+01  ,1.519003119057e-04  ,2.500000000000e+00  
  3.605167879172e+01  ,-1.492697961964e-04  ,2.500000000000e+00  
  3.605174268332e+01  ,1.518944214638e-04  ,2.500000000000e+00  
  3.605184116970e+01  ,-1.492698347221e-04  ,2.500000000000e+00  
  3.605198445650e+01  ,1.518921800852e-04  ,2.500000000000e+00  
  3.605243428510e+01  ,-1.492698790031e-04  ,2.500000000000e+00  
  3.605253516900e+01  ,1.518905743012e-04  ,2.500000000000e+00  
  3.605257587200e+01  ,-1.492695498087e-04  ,2.500000000000e+00  
  3.605260801870e+01  ,1.518833576597e-04  ,2.500000000000e+00  
  3.605276513330e+01  ,-1.492689136171e-04  ,2.500000000000e+00  
  3.605278111580e+01  ,1.518741678979e-04  ,2.500000000000e+00  
  3.605279873320e+01  ,-1.492650855113e-04  ,2.500000000000e+00  
  3.605281004430e+01  ,1.518540089904e-04  ,2.500000000000e+00  
  3.605285562920e+01  ,-1.492593911792e-04  ,2.500000000000e+00  
  3.605285969180e+01  ,1.518144320443e-04  ,2.500000000000e+00  
  3.605286459980e+01  ,-1.492199881028e-04  ,2.500000000000e+00  
  3.605286768400e+01  ,1.517302493284e-04  ,2.500000000000e+00  
  3.605288291550e+01  ,-1.491714171209e-04  ,2.500000000000e+00  
  3.605288376940e+01  ,1.515190320447e-04  ,2.500000000000e+00  
  3.605288465170e+01  ,-1.487951392818e-04  ,2.500000000000e+00  
  3.605288471710e+01  ,1.486660261776e-04  ,2.500000000000e+00  
  3.605288471720e+01  ,8.984135909884e-05  ,2.500000000000e+00  
  3.605288471730e+01  ,5.719260135351e-05  ,2.500000000000e+00  
  3.605288471775e+01  ,7.975820669692e-06  ,2.500000000000e+00  
  3.605288471818e+01  ,7.876121263184e-06  ,2.500000000000e+00  
  3.605288471887e+01  ,3.162640679122e-06  ,2.500000000000e+00  
  3.605288471982e+01  ,2.153878363220e-06  ,2.500000000000e+00  
  3.605288472172e+01  ,1.586070865645e-06  ,2.500000000000e+00  
  3.605288472552e+01  ,1.341761122653e-06  ,2.500000000000e+00  
  3.605288472736e+01  ,1.319059116822e-06  ,2.500000000000e+00  
  3.605288472977e+01  ,1.238934151937e-06  ,2.500000000000e+00  
  3.605288473272e+01  ,1.319727619964e-06  ,2.500000000000e+00  
  3.605288473861e+01  ,1.213227102337e-06  ,2.500000000000e+00  
  3.605288475038e+01  ,1.322810643134e-06  ,2.500000000000e+00  
  3.605288477393e+01  ,1.210408674179e-06  ,2.500000000000e+00  
  3.605288482104e+01  ,1.324084712317e-06  ,2.500000000000e+00  
  3.605288491525e+01  ,1.209617085163e-06  ,2.500000000000e+00  
  3.605288510367e+01  ,1.324238543821e-06  ,2.500000000000e+00  
  3.605288548052e+01  ,1.209246191625e-06  ,2.500000000000e+00  
  3.605288623421e+01  ,1.324181689744e-06  ,2.500000000000e+00  
  3.605288774158e+01  ,1.209179817718e-06  ,2.500000000000e+00  
  3.605289071840e+01  ,1.324205213038e-06  ,2.500000000000e+00  
  3.605289073060e+01  ,1.207451174046e-06  ,2.500000000000e+00  
  3.605289073070e+01  ,1.373861958198e-06  ,2.500000000000e+00  
  3.605289073790e+01  ,1.160704797387e-06  ,2.500000000000e+00  
  3.605289073861e+01  ,1.100965762468e-05  ,2.500000000000e+00  
  3.605289074004e+01  ,2.423846255084e-05  ,2.500000000000e+00  
  3.605289074290e+01  ,3.256458332856e-05  ,2.500000000000e+00  
