  Time                 , V(VN)                , V(VS)                , (V(MH:+)-V(MH:-)) / I(MH:+), (V(MS:+)-V(MS:-)) / I(MS:+)
  3.103186041016e+01  ,-3.283748227501e-07  ,0.000000000000e+00  ,1.079895893868e+04  ,5.002680202412e+04  
  3.103398658204e+01  ,-3.279283675439e-07  ,0.000000000000e+00  ,1.083139140890e+04  ,5.002679671175e+04  
  3.103823892579e+01  ,-3.286317699080e-07  ,0.000000000000e+00  ,1.089607683601e+04  ,5.002678609017e+04  
  3.104674361329e+01  ,-3.289485050184e-07  ,0.000000000000e+00  ,1.102473942843e+04  ,5.002676485964e+04  
  3.106375298829e+01  ,-3.305829502920e-07  ,0.000000000000e+00  ,1.127930694071e+04  ,5.002672244905e+04  
  3.109777173829e+01  ,-3.324876981237e-07  ,0.000000000000e+00  ,1.177797096852e+04  ,5.002663782928e+04  
  3.116580923829e+01  ,-3.370661922075e-07  ,0.000000000000e+00  ,1.273730654269e+04  ,5.002646939228e+04  
  3.130188423829e+01  ,-3.433562374977e-07  ,0.000000000000e+00  ,1.452818748298e+04  ,5.002613570312e+04  
  3.157403423829e+01  ,-3.533984780091e-07  ,0.000000000000e+00  ,1.772553333151e+04  ,5.002548086481e+04  
  3.211833423829e+01  ,-3.644135382064e-07  ,0.000000000000e+00  ,2.310609086473e+04  ,5.002421979761e+04  
  3.291833423829e+01  ,-3.740028353405e-07  ,0.000000000000e+00  ,2.943710030112e+04  ,5.002247828006e+04  
  3.371833423829e+01  ,-3.787407368283e-07  ,0.000000000000e+00  ,3.445815611802e+04  ,5.002086198439e+04  
  3.451833423829e+01  ,-3.825724890494e-07  ,0.000000000000e+00  ,3.844869044979e+04  ,5.001936191072e+04  
  3.531833423829e+01  ,-3.842759364325e-07  ,0.000000000000e+00  ,4.156237724933e+04  ,5.001796970542e+04  
  3.611833423829e+01  ,-3.862903304452e-07  ,0.000000000000e+00  ,4.393298044554e+04  ,5.001667761481e+04  
  3.691833423829e+01  ,-3.868044602118e-07  ,0.000000000000e+00  ,4.569475662416e+04  ,5.001547844214e+04  
  3.771833423829e+01  ,-3.880337897111e-07  ,0.000000000000e+00  ,4.697635697710e+04  ,5.001436550765e+04  
  3.851833423829e+01  ,-3.879916856409e-07  ,0.000000000000e+00  ,4.789325663798e+04  ,5.001333261145e+04  
  3.931833423829e+01  ,-3.888510796690e-07  ,0.000000000000e+00  ,4.854062845423e+04  ,5.001237399913e+04  
  4.000000000000e+01  ,-3.885237799262e-07  ,0.000000000000e+00  ,4.893527358667e+04  ,5.001161187380e+04  
