  Time                 , V(VS)                , (V(MH:+)-V(MH:-))  / I(MH:+)
  6.109202880859e-01  ,8.634722349027e-01  ,4.085104835067e+04  
  6.118011474609e-01  ,1.286722037288e+00  ,4.084045215515e+04  
  6.127668701172e-01  ,8.784477242556e-01  ,4.082648512405e+04  
  6.139428466797e-01  ,1.223579662253e+00  ,4.081215003228e+04  
  6.152022216797e-01  ,1.007441976066e+00  ,4.079570514300e+04  
  6.168344482422e-01  ,7.584058126575e-01  ,4.076849329615e+04  
  6.200989013672e-01  ,1.016357701390e+00  ,4.071607336821e+04  
  6.246668701172e-01  ,1.093413734014e+00  ,4.065351309973e+04  
  6.324035888672e-01  ,1.119428612218e+00  ,4.055951667926e+04  
  6.424035888672e-01  ,1.069833745889e+00  ,4.043533933698e+04  
  6.524035888672e-01  ,1.103647595320e+00  ,4.031192373073e+04  
  6.624035888672e-01  ,1.135941926883e+00  ,4.019283030091e+04  
  6.724035888672e-01  ,9.715227705519e-01  ,4.006478779480e+04  
  6.824035888672e-01  ,9.664149936210e-01  ,3.992550510069e+04  
  6.924035888672e-01  ,1.280351046707e+00  ,3.980479775448e+04  
  7.024035888672e-01  ,9.327659111874e-01  ,3.968167232167e+04  
  7.124035888672e-01  ,8.216763398015e-01  ,3.952612949941e+04  
  7.224035888672e-01  ,1.230097112387e+00  ,3.940385345038e+04  
  7.324035888672e-01  ,1.240092976918e+00  ,3.929883816560e+04  
  7.424035888672e-01  ,1.220595548849e+00  ,3.919358890088e+04  
  7.524035888672e-01  ,1.196997253279e+00  ,3.908642524240e+04  
  7.624035888672e-01  ,7.661681689969e-01  ,3.894317066990e+04  
  7.636535888672e-01  ,1.204192078849e+00  ,3.892530520572e+04  
  7.661535888672e-01  ,1.245109216628e+00  ,3.889902141224e+04  
  7.707371826172e-01  ,7.483184109051e-01  ,3.882922345915e+04  
  7.789918701172e-01  ,1.212778270177e+00  ,3.871006857608e+04  
  7.889918701172e-01  ,1.242363099999e+00  ,3.860577693775e+04  
  7.989918701172e-01  ,9.489130769689e-01  ,3.847880906884e+04  
  8.089918701172e-01  ,7.488127118984e-01  ,3.831586966895e+04  
  8.189918701172e-01  ,9.755504082752e-01  ,3.815878499557e+04  
  8.289918701172e-01  ,1.162744025187e+00  ,3.803753119535e+04  
  8.389918701172e-01  ,8.587855291883e-01  ,3.790637122347e+04  
  8.489918701172e-01  ,1.117012029584e+00  ,3.777301290561e+04  
  8.589918701172e-01  ,1.045704534437e+00  ,3.765525914479e+04  
  8.689918701172e-01  ,8.223354077926e-01  ,3.750968278984e+04  
  8.789918701172e-01  ,1.085138769237e+00  ,3.737173040324e+04  
  8.889918701172e-01  ,9.770516186994e-01  ,3.724839469346e+04  
  8.989918701172e-01  ,1.185243874105e+00  ,3.713729723884e+04  
  9.089918701172e-01  ,8.336311008620e-01  ,3.699679895471e+04  
  9.102418701172e-01  ,7.118499820651e-01  ,3.697406221291e+04  
  9.105543701172e-01  ,1.074703526045e+00  ,3.696931069013e+04  
  9.111793701172e-01  ,7.587902689856e-01  ,3.696034260688e+04  
  9.113338134766e-01  ,8.437551175028e-01  ,3.695782774797e+04  
  9.116427001953e-01  ,9.021009421578e-01  ,3.695318349397e+04  
  9.122604736328e-01  ,7.827547134392e-01  ,3.694330715110e+04  
  9.132723876953e-01  ,9.983614837444e-01  ,3.692920132158e+04  
  9.143087158203e-01  ,1.084644468244e+00  ,3.691641918249e+04  
  9.163813720703e-01  ,7.857205193990e-01  ,3.688733072185e+04  
  9.168995361328e-01  ,7.743149816645e-01  ,3.687866673284e+04  
  9.179358642578e-01  ,1.178488427196e+00  ,3.686446138291e+04  
  9.200085205078e-01  ,1.148207914495e+00  ,3.684239179525e+04  
  9.223757080078e-01  ,1.120380599316e+00  ,3.681648480040e+04  
  9.253444580078e-01  ,1.174021410812e+00  ,3.678479154235e+04  
  9.312819580078e-01  ,7.602548645213e-01  ,3.670267341291e+04  
  9.325319580078e-01  ,9.643279449826e-01  ,3.668377439547e+04  
  9.350319580078e-01  ,1.103720825097e+00  ,3.665337710661e+04  
  9.400210205078e-01  ,1.238024235724e+00  ,3.659951475316e+04  
  9.499991455078e-01  ,1.100150873478e+00  ,3.649414499679e+04  
  9.599991455078e-01  ,1.250271915892e+00  ,3.638929189774e+04  
  9.699991455078e-01  ,8.952905729166e-01  ,3.627026108145e+04  
  9.799991455078e-01  ,1.059782959025e+00  ,3.615338412913e+04  
  9.899991455078e-01  ,1.211002448090e+00  ,3.604734198167e+04  
  9.999991455078e-01  ,1.093724960565e+00  ,3.594151151955e+04  
  1.009999145508e+00  ,1.123932243490e+00  ,3.583165435548e+04  
  1.019999145508e+00  ,8.355350750584e-01  ,3.570251701120e+04  
  1.029999145508e+00  ,1.282621169787e+00  ,3.559747271639e+04  
  1.039999145508e+00  ,9.305690178838e-01  ,3.547433633716e+04  
  1.049999145508e+00  ,7.143581019201e-01  ,3.531427789213e+04  
  1.051249145508e+00  ,9.179368813880e-01  ,3.529474637666e+04  
  1.053749145508e+00  ,7.794044511512e-01  ,3.525792693381e+04  
  1.058749145508e+00  ,1.028660303890e+00  ,3.518835500126e+04  
  1.063367114258e+00  ,1.295143461618e+00  ,3.513911728043e+04  
  1.072603051758e+00  ,1.006398451747e+00  ,3.504178072461e+04  
  1.082603051758e+00  ,7.784158491645e-01  ,3.490190461197e+04  
  1.092603051758e+00  ,7.317684813512e-01  ,3.474124075834e+04  
  1.102603051758e+00  ,1.005702768867e+00  ,3.459638892292e+04  
  1.112603051758e+00  ,8.560394125588e-01  ,3.446620117172e+04  
  1.122603051758e+00  ,1.165361989707e+00  ,3.435601598431e+04  
  1.132603051758e+00  ,7.251778014404e-01  ,3.420570254890e+04  
  1.133853051758e+00  ,7.540120260502e-01  ,3.418550055994e+04  
  1.136353051758e+00  ,9.702046345698e-01  ,3.415101376817e+04  
  1.141353051758e+00  ,9.456726593461e-01  ,3.408913481702e+04  
  1.149967114258e+00  ,7.168479143308e-01  ,3.396117315429e+04  
  1.151217114258e+00  ,9.875783991125e-01  ,3.394583814814e+04  
  1.153717114258e+00  ,1.120874900309e+00  ,3.391802490662e+04  
  1.158717114258e+00  ,7.101290823106e-01  ,3.384393353183e+04  
  1.159910083008e+00  ,7.002064475560e-01  ,3.382312753524e+04  
  1.162296020508e+00  ,1.076003354583e+00  ,3.378926463968e+04  
  1.167067895508e+00  ,1.261164845189e+00  ,3.374196854272e+04  
  1.173219458008e+00  ,9.728775214225e-01  ,3.367720067273e+04  
  1.183219458008e+00  ,7.194109565184e-01  ,3.353262610260e+04  
  1.184469458008e+00  ,9.200422374707e-01  ,3.351408292556e+04  
  1.186969458008e+00  ,8.686166267220e-01  ,3.348118187763e+04  
  1.191969458008e+00  ,1.013758044314e+00  ,3.342064828960e+04  
  1.196787426758e+00  ,1.063590907417e+00  ,3.336656412334e+04  
  1.206423364258e+00  ,7.843657685285e-01  ,3.324152698834e+04  
  1.207673364258e+00  ,1.092956047909e+00  ,3.322551367246e+04  
  1.210173364258e+00  ,1.087115973210e+00  ,3.319936414962e+04  
  1.214863989258e+00  ,9.064214989883e-01  ,3.314359599178e+04  
  1.222960864258e+00  ,1.059801266469e+00  ,3.304818119176e+04  
  1.232960864258e+00  ,8.164770256496e-01  ,3.292274910347e+04  
  1.242960864258e+00  ,1.044477935676e+00  ,3.280862951050e+04  
  1.252960864258e+00  ,1.120984744974e+00  ,3.270393327368e+04  
  1.262960864258e+00  ,1.146249017966e+00  ,3.260529266735e+04  
  1.272960864258e+00  ,7.954600797117e-01  ,3.248366457687e+04  
  1.274210864258e+00  ,1.213657027498e+00  ,3.246883381528e+04  
  1.276710864258e+00  ,1.059142198478e+00  ,3.244426487119e+04  
  1.281208520508e+00  ,1.057146687060e+00  ,3.239801491791e+04  
  1.288048364258e+00  ,7.991215685511e-01  ,3.231244883942e+04  
  1.289298364258e+00  ,7.302672709271e-01  ,3.229300960221e+04  
  1.291798364258e+00  ,1.139768182720e+00  ,3.226289096171e+04  
  1.295121020508e+00  ,1.215927150579e+00  ,3.222927686973e+04  
  1.298774926758e+00  ,8.870339155839e-01  ,3.218593154735e+04  
  1.299688403320e+00  ,7.107149205249e-01  ,3.217258005678e+04  
  1.301515356445e+00  ,8.683054001706e-01  ,3.214556858172e+04  
  1.304371606445e+00  ,1.048359113846e+00  ,3.211078850071e+04  
  1.308997387695e+00  ,7.017808877569e-01  ,3.204781845320e+04  
  1.318248950195e+00  ,1.059416810141e+00  ,3.192266368616e+04  
  1.326916137695e+00  ,7.928421151916e-01  ,3.180057667236e+04  
  1.328166137695e+00  ,1.026573255252e+00  ,3.178667916053e+04  
  1.330666137695e+00  ,1.004988778544e+00  ,3.175911305521e+04  
  1.334486450195e+00  ,7.398420642420e-01  ,3.170634302088e+04  
  1.335389965820e+00  ,1.128838638535e+00  ,3.169497183138e+04  
  1.337196997070e+00  ,7.057169882592e-01  ,3.167159461974e+04  
  1.337499340820e+00  ,1.061595396000e+00  ,3.166836434757e+04  
  1.338104028320e+00  ,1.113405463077e+00  ,3.166224391698e+04  
  1.339070727539e+00  ,9.365738595803e-01  ,3.165144724212e+04  
  1.340595336914e+00  ,9.251866292899e-01  ,3.163328328264e+04  
  1.343436743164e+00  ,1.103739132541e+00  ,3.160223658874e+04  
  1.347365649414e+00  ,1.279307522388e+00  ,3.156566368928e+04  
  1.355155493164e+00  ,8.846173329499e-01  ,3.147803959835e+04  
  1.356405493164e+00  ,1.182863906359e+00  ,3.146629595739e+04  
  1.358905493164e+00  ,1.238207310166e+00  ,3.144398263168e+04  
  1.363619555664e+00  ,7.859768236178e-01  ,3.138657251314e+04  
  1.364575219727e+00  ,8.026915201694e-01  ,3.137304965453e+04  
  1.366486547852e+00  ,8.621724063647e-01  ,3.134738758221e+04  
  1.370309204102e+00  ,7.751571240975e-01  ,3.129359596573e+04  
  1.377954516602e+00  ,1.154176141303e+00  ,3.120274007269e+04  
  1.387954516602e+00  ,1.186049401650e+00  ,3.111163389254e+04  
  1.397954516602e+00  ,1.113606844963e+00  ,3.101743892494e+04  
  1.407954516602e+00  ,1.169792391203e+00  ,3.092434785596e+04  
  1.417954516602e+00  ,8.597924386191e-01  ,3.081568899528e+04  
  1.427954516602e+00  ,7.890158593545e-01  ,3.068253582254e+04  
  1.437954516602e+00  ,7.801367489190e-01  ,3.054444720452e+04  
  1.447954516602e+00  ,1.242820786104e+00  ,3.043250661551e+04  
  1.457954516602e+00  ,7.292237466078e-01  ,3.031557059596e+04  
  1.459204516602e+00  ,1.056231314850e+00  ,3.029994633839e+04  
  1.461704516602e+00  ,8.499613410855e-01  ,3.026854001008e+04  
  1.462269750977e+00  ,9.289579627945e-01  ,3.026197710486e+04  
  1.463400219727e+00  ,8.181979254041e-01  ,3.024780395851e+04  
  1.465366625977e+00  ,1.268817356863e+00  ,3.022848331508e+04  
  1.467356469727e+00  ,1.152198937330e+00  ,3.021005918891e+04  
  1.470173657227e+00  ,1.133195810254e+00  ,3.018418641558e+04  
  1.475808032227e+00  ,1.211551671416e+00  ,3.013454693686e+04  
  1.485808032227e+00  ,8.688180086081e-01  ,3.003108373273e+04  
  1.495808032227e+00  ,8.512428621792e-01  ,2.990780280466e+04  
  1.505808032227e+00  ,1.248880550133e+00  ,2.981249582554e+04  
  1.515808032227e+00  ,1.099473498043e+00  ,2.972543376036e+04  
  1.525808032227e+00  ,8.809009217780e-01  ,2.961966112180e+04  
  1.535808032227e+00  ,1.244981064519e+00  ,2.953063009830e+04  
  1.545808032227e+00  ,1.005153545541e+00  ,2.943951771843e+04  
  1.555808032227e+00  ,7.348075170878e-01  ,2.931658518851e+04  
  1.557058032227e+00  ,1.186781699417e+00  ,2.930555474445e+04  
  1.559558032227e+00  ,9.129572565665e-01  ,2.928098760626e+04  
  1.560183032227e+00  ,1.135154706783e+00  ,2.927470714943e+04  
  1.561433032227e+00  ,9.590554010539e-01  ,2.926171982696e+04  
  1.563080493164e+00  ,1.240221129028e+00  ,2.924708763381e+04  
  1.564823852539e+00  ,1.035690362462e+00  ,2.923060745782e+04  
  1.567528930664e+00  ,9.838802953848e-01  ,2.920357502656e+04  
  1.570500024414e+00  ,7.743699039970e-01  ,2.916705497511e+04  
  1.571227954102e+00  ,1.263288508716e+00  ,2.916080673583e+04  
  1.572683813477e+00  ,8.675914098469e-01  ,2.914652240678e+04  
  1.572883007812e+00  ,7.108613800785e-01  ,2.914368118862e+04  
  1.573281396484e+00  ,1.253988327064e+00  ,2.913914185064e+04  
  1.573730957031e+00  ,1.125653143244e+00  ,2.913477132077e+04  
  1.574209521484e+00  ,8.327889584289e-01  ,2.912928844709e+04  
  1.574329162598e+00  ,7.001881401118e-01  ,2.912765209286e+04  
  1.574359072876e+00  ,1.285641898080e+00  ,2.912730079658e+04  
  1.574418893433e+00  ,7.550555503695e-01  ,2.912670054822e+04  
  1.574498849487e+00  ,8.209623494778e-01  ,2.912577284927e+04  
  1.574507994080e+00  ,1.295802529609e+00  ,2.912569236674e+04  
  1.574526283264e+00  ,8.512245547350e-01  ,2.912552115535e+04  
  1.574544203186e+00  ,1.036257893232e+00  ,2.912534908336e+04  
  1.574561238098e+00  ,1.094805099773e+00  ,2.912518962639e+04  
  1.574579011536e+00  ,1.001125907818e+00  ,2.912501713141e+04  
  1.574611824036e+00  ,1.230554798492e+00  ,2.912472639231e+04  
  1.574659638977e+00  ,1.014288960196e+00  ,2.912427842404e+04  
  1.574712440491e+00  ,7.950023936068e-01  ,2.912366920200e+04  
  1.574795838928e+00  ,9.132684831179e-01  ,2.912271440823e+04  
  1.574935047913e+00  ,1.160803436102e+00  ,2.912135911932e+04  
  1.575187928772e+00  ,8.822922875369e-01  ,2.911882821990e+04  
  1.575241346741e+00  ,1.175266317018e+00  ,2.911828882041e+04  
  1.575348182678e+00  ,1.158222086470e+00  ,2.911730882365e+04  
  1.575517567444e+00  ,9.002152754056e-01  ,2.911554246323e+04  
  1.575807313538e+00  ,1.173069423714e+00  ,2.911267146004e+04  
  1.576183485413e+00  ,9.006729615105e-01  ,2.910861734021e+04  
  1.576558143616e+00  ,9.990022442913e-01  ,2.910473869604e+04  
  1.577116932678e+00  ,1.169883928424e+00  ,2.909959894675e+04  
  1.578234510803e+00  ,1.159851449004e+00  ,2.909006268817e+04  
  1.580469667053e+00  ,8.805347728940e-01  ,2.906749570392e+04  
  1.582785292053e+00  ,1.151320180008e+00  ,2.904635752086e+04  
  1.587416542053e+00  ,8.274248772793e-01  ,2.899761732124e+04  
  1.588227772522e+00  ,7.949840861626e-01  ,2.898729062986e+04  
  1.589850233459e+00  ,9.079044019682e-01  ,2.896812858988e+04  
  1.593095155334e+00  ,1.067179166480e+00  ,2.893480801211e+04  
  1.599488124084e+00  ,7.985906526694e-01  ,2.886377792532e+04  
  1.600738124084e+00  ,9.121700364660e-01  ,2.884878614208e+04  
  1.603238124084e+00  ,8.310314437860e-01  ,2.881836312034e+04  
  1.607484217834e+00  ,1.267499220881e+00  ,2.877834340496e+04  
  1.611800624084e+00  ,1.092846203244e+00  ,2.873880551502e+04  
  1.618002967834e+00  ,7.782327747226e-01  ,2.866636149853e+04  
  1.619252967834e+00  ,9.552108377726e-01  ,2.865157080393e+04  
  1.621752967834e+00  ,9.529773295806e-01  ,2.862543094077e+04  
  1.626347499084e+00  ,1.293953477745e+00  ,2.858571533313e+04  
  1.631165467834e+00  ,1.013703121981e+00  ,2.854060275899e+04  
  1.638689686584e+00  ,1.288626011484e+00  ,2.847898323049e+04  
  1.647058436584e+00  ,1.073733231502e+00  ,2.840552087077e+04  
  1.657058436584e+00  ,1.051983987797e+00  ,2.831458178304e+04  
  1.667058436584e+00  ,1.126678360119e+00  ,2.822543955915e+04  
  1.677058436584e+00  ,1.144674577765e+00  ,2.814069774447e+04  
  1.687058436584e+00  ,1.053064127004e+00  ,2.805297143115e+04  
  1.697058436584e+00  ,8.746031609743e-01  ,2.795109539360e+04  
  1.707058436584e+00  ,1.169078400879e+00  ,2.785448977897e+04  
  1.717058436584e+00  ,7.116486001789e-01  ,2.774369177072e+04  
  1.718308436584e+00  ,1.135337781225e+00  ,2.772968771426e+04  
  1.720808436584e+00  ,1.252029430535e+00  ,2.770727814138e+04  
  1.725763124084e+00  ,1.060149107908e+00  ,2.766293001731e+04  
  1.731742811584e+00  ,9.781134504628e-01  ,2.760698411002e+04  
  1.741742811584e+00  ,1.046967748087e+00  ,2.751309585934e+04  
  1.751742811584e+00  ,9.242895645243e-01  ,2.741306731603e+04  
  1.761742811584e+00  ,8.844342585080e-01  ,2.730759200452e+04  
  1.771742811584e+00  ,1.196283262956e+00  ,2.721519098576e+04  
  1.781742811584e+00  ,1.278245690624e+00  ,2.714103206850e+04  
  1.791742811584e+00  ,1.295454688169e+00  ,2.707028061703e+04  
  1.801742811584e+00  ,1.006160454972e+00  ,2.698530454137e+04  
  1.811742811584e+00  ,1.232257390802e+00  ,2.690795489244e+04  
  1.821742811584e+00  ,8.445606450474e-01  ,2.680811302325e+04  
  1.822992811584e+00  ,1.136729146983e+00  ,2.679786382900e+04  
  1.825492811584e+00  ,9.408578015224e-01  ,2.677494077624e+04  
  1.828687733459e+00  ,1.055261020308e+00  ,2.674670652911e+04  
  1.831770936584e+00  ,1.290218759129e+00  ,2.672338271669e+04  
  1.837937342834e+00  ,1.185884634652e+00  ,2.667860495909e+04  
  1.847937342834e+00  ,1.277568315189e+00  ,2.660579408105e+04  
  1.857937342834e+00  ,8.248435276475e-01  ,2.650649277530e+04  
  1.859187342834e+00  ,7.417277309942e-01  ,2.649096741833e+04  
  1.861687342834e+00  ,1.116554343479e+00  ,2.646505452431e+04  
  1.865250233459e+00  ,1.177499825210e+00  ,2.643441927313e+04  
  1.868902577209e+00  ,8.265644274020e-01  ,2.639678704895e+04  
  1.869815663147e+00  ,9.512564298261e-01  ,2.638732269044e+04  
  1.871641835022e+00  ,8.459153959180e-01  ,2.636869132233e+04  
  1.874776600647e+00  ,1.127099431336e+00  ,2.634112505747e+04  
  1.877997303772e+00  ,7.134061148218e-01  ,2.630350392351e+04  
  1.878548768616e+00  ,7.914507494326e-01  ,2.629705401777e+04  
  1.879651698303e+00  ,1.209592774887e+00  ,2.628705736572e+04  
  1.881857557678e+00  ,1.037887255765e+00  ,2.626952007338e+04  
  1.884704823303e+00  ,1.110677653892e+00  ,2.624587947810e+04  
  1.887675917053e+00  ,7.005725964399e-01  ,2.621125296776e+04  
  1.892383729553e+00  ,9.006180391779e-01  ,2.616108198582e+04  
  1.897099354553e+00  ,1.109817204014e+00  ,2.611932781702e+04  
  1.906530604553e+00  ,1.226087782108e+00  ,2.604831861085e+04  
  1.916530604553e+00  ,1.262867437499e+00  ,2.597847182788e+04  
  1.926530604553e+00  ,8.426566708510e-01  ,2.588406022746e+04  
  1.927780604553e+00  ,1.098814430052e+00  ,2.587393283684e+04  
  1.930280604553e+00  ,1.143887357664e+00  ,2.585444411276e+04  
  1.935280604553e+00  ,7.206375552796e-01  ,2.580078361467e+04  
  1.943132167053e+00  ,7.405011322330e-01  ,2.570281690666e+04  
  1.953132167053e+00  ,8.742003972020e-01  ,2.559104738431e+04  
  1.963132167053e+00  ,1.263782809709e+00  ,2.550910729867e+04  
  1.973132167053e+00  ,1.110018585900e+00  ,2.543055660771e+04  
  1.983132167053e+00  ,1.263105434274e+00  ,2.535999540741e+04  
  1.993132167053e+00  ,1.017016769381e+00  ,2.528049242006e+04  
  2.003132167053e+00  ,1.150661112017e+00  ,2.520527344572e+04  
  2.013132167053e+00  ,9.592750903843e-01  ,2.512095266272e+04  
  2.023132167053e+00  ,1.218600037431e+00  ,2.504743936660e+04  
  2.033132167053e+00  ,7.438513945210e-01  ,2.494479986418e+04  
  2.034382167053e+00  ,1.152711545767e+00  ,2.493541419776e+04  
  2.036882167053e+00  ,8.987140649814e-01  ,2.491375181134e+04  
  2.039841542053e+00  ,1.198516771148e+00  ,2.489152843552e+04  
  2.042625135803e+00  ,1.250747909441e+00  ,2.487240525783e+04  
  2.048192323303e+00  ,7.848234546334e-01  ,2.482366303326e+04  
  2.058192323303e+00  ,8.848553297245e-01  ,2.472125368792e+04  
  2.068192323303e+00  ,1.255635997041e+00  ,2.464134785588e+04  
  2.078192323303e+00  ,8.991168287538e-01  ,2.455298349460e+04  
