  Time                 , V(VN)                , (V(MS:+)-V(MS:-)) / I(MS:+), V(VS)                , (V(MH:+)-V(MH:-)) / I(MH:+)
  1.993267485417e+01  ,-4.601626445999e-07  ,5.007784128770e+04  ,0.000000000000e+00  ,4.999857598667e+04  
  1.993274233464e+01  ,-4.266076515103e-07  ,5.007783819847e+04  ,0.000000000000e+00  ,4.999857608232e+04  
  1.993275920475e+01  ,-4.287108743839e-07  ,5.007783819848e+04  ,0.000000000000e+00  ,4.999857610623e+04  
  1.993279294499e+01  ,-3.416932186917e-07  ,5.007794299587e+04  ,0.000000000000e+00  ,4.999857615404e+04  
  1.993280138005e+01  ,-4.600868001026e-07  ,5.007796881621e+04  ,0.000000000000e+00  ,4.999857616599e+04  
  1.993281825016e+01  ,-3.614387361073e-07  ,5.007800893608e+04  ,0.000000000000e+00  ,4.999857618989e+04  
  1.993285199040e+01  ,-4.598945824441e-07  ,5.007808915322e+04  ,0.000000000000e+00  ,4.999857623769e+04  
  1.993291947087e+01  ,-3.620648229563e-07  ,5.007824776931e+04  ,0.000000000000e+00  ,4.999857633327e+04  
  1.993305443180e+01  ,-4.597396829065e-07  ,5.007856500920e+04  ,0.000000000000e+00  ,4.999857652434e+04  
  1.993332435368e+01  ,-4.264630163731e-07  ,5.007855260970e+04  ,0.000000000000e+00  ,4.999857690617e+04  
  1.993333278874e+01  ,-4.285570837648e-07  ,5.007855261067e+04  ,0.000000000000e+00  ,4.999857691810e+04  
  1.993334965885e+01  ,-3.492921064885e-07  ,5.007860017608e+04  ,0.000000000000e+00  ,4.999857694194e+04  
  1.993335387638e+01  ,-4.565122147526e-07  ,5.007861182670e+04  ,0.000000000000e+00  ,4.999857694791e+04  
  1.993336231144e+01  ,-3.662971284069e-07  ,5.007863014902e+04  ,0.000000000000e+00  ,4.999857695983e+04  
  1.993337918156e+01  ,-4.583758701215e-07  ,5.007866692343e+04  ,0.000000000000e+00  ,4.999857698368e+04  
  1.993341292179e+01  ,-3.673422336592e-07  ,5.007873915182e+04  ,0.000000000000e+00  ,4.999857703136e+04  
  1.993348040226e+01  ,-4.583422339999e-07  ,5.007888362120e+04  ,0.000000000000e+00  ,4.999857712672e+04  
  1.993361536320e+01  ,-4.263545370642e-07  ,5.007887699000e+04  ,0.000000000000e+00  ,4.999857731735e+04  
  1.993364910343e+01  ,-4.285740373144e-07  ,5.007887699002e+04  ,0.000000000000e+00  ,4.999857736499e+04  
  1.993371658390e+01  ,-3.517404345288e-07  ,5.007906010709e+04  ,0.000000000000e+00  ,4.999857746025e+04  
  1.993371869267e+01  ,-4.528842063589e-07  ,5.007906565941e+04  ,0.000000000000e+00  ,4.999857746323e+04  
  1.993372291020e+01  ,-3.671584551668e-07  ,5.007907449844e+04  ,0.000000000000e+00  ,4.999857746918e+04  
  1.993373134526e+01  ,-4.568877941258e-07  ,5.007909240990e+04  ,0.000000000000e+00  ,4.999857748109e+04  
  1.993373345402e+01  ,-3.685741077897e-07  ,5.007909678028e+04  ,0.000000000000e+00  ,4.999857748406e+04  
  1.993373767155e+01  ,-4.577333356792e-07  ,5.007910553584e+04  ,0.000000000000e+00  ,4.999857749002e+04  
  1.993373872593e+01  ,-3.685400537801e-07  ,5.007910772336e+04  ,0.000000000000e+00  ,4.999857749150e+04  
  1.993374083470e+01  ,-4.577340383116e-07  ,5.007911209798e+04  ,0.000000000000e+00  ,4.999857749448e+04  
  1.993374136189e+01  ,-3.696600837655e-07  ,5.007911317092e+04  ,0.000000000000e+00  ,4.999857749522e+04  
  1.993374241627e+01  ,-4.571300742662e-07  ,5.007911531416e+04  ,0.000000000000e+00  ,4.999857749671e+04  
  1.993374242039e+01  ,-3.333925653881e-07  ,5.007911532766e+04  ,0.000000000000e+00  ,4.999857749672e+04  
  1.993374242863e+01  ,-3.114207052513e-07  ,5.007911538801e+04  ,0.000000000000e+00  ,4.999857749673e+04  
  1.993374244510e+01  ,-4.718736023035e-07  ,5.007911545380e+04  ,0.000000000000e+00  ,4.999857749675e+04  
  1.993374247484e+01  ,-3.696298827016e-07  ,5.007911551527e+04  ,0.000000000000e+00  ,4.999857749679e+04  
  1.993374251331e+01  ,-4.494615332695e-07  ,5.007911559121e+04  ,0.000000000000e+00  ,4.999857749685e+04  
  1.993374256684e+01  ,-3.848581519306e-07  ,5.007911566938e+04  ,0.000000000000e+00  ,4.999857749692e+04  
  1.993374264343e+01  ,-4.414132470931e-07  ,5.007911579172e+04  ,0.000000000000e+00  ,4.999857749703e+04  
  1.993374272206e+01  ,-3.920382845302e-07  ,5.007911589837e+04  ,0.000000000000e+00  ,4.999857749714e+04  
  1.993374287102e+01  ,-4.383172735323e-07  ,5.007911610042e+04  ,0.000000000000e+00  ,4.999857749735e+04  
  1.993374287341e+01  ,-4.247026934023e-07  ,5.007911610042e+04  ,0.000000000000e+00  ,4.999857749736e+04  
  1.993374287817e+01  ,-4.150534544944e-07  ,5.007911610043e+04  ,0.000000000000e+00  ,4.999857749736e+04  
  1.993374288213e+01  ,-4.169090302153e-07  ,5.007911610042e+04  ,0.000000000000e+00  ,4.999857749737e+04  
  1.993374288745e+01  ,-3.196382412363e-07  ,5.007911612049e+04  ,0.000000000000e+00  ,4.999857749738e+04  
  1.993374289808e+01  ,-3.212945933195e-07  ,5.007911619967e+04  ,0.000000000000e+00  ,4.999857749739e+04  
  1.993374291533e+01  ,-4.714328112054e-07  ,5.007911626292e+04  ,0.000000000000e+00  ,4.999857749742e+04  
  1.993374294982e+01  ,-3.728086739874e-07  ,5.007911633049e+04  ,0.000000000000e+00  ,4.999857749746e+04  
  1.993374299263e+01  ,-4.516621693040e-07  ,5.007911641223e+04  ,0.000000000000e+00  ,4.999857749752e+04  
  1.993374304488e+01  ,-3.871366036912e-07  ,5.007911648668e+04  ,0.000000000000e+00  ,4.999857749760e+04  
  1.993374310329e+01  ,-4.419373870190e-07  ,5.007911657540e+04  ,0.000000000000e+00  ,4.999857749768e+04  
  1.993374320167e+01  ,-3.944459258387e-07  ,5.007911670068e+04  ,0.000000000000e+00  ,4.999857749782e+04  
  1.993374322467e+01  ,-4.321027600729e-07  ,5.007911672998e+04  ,0.000000000000e+00  ,4.999857749785e+04  
  1.993374327068e+01  ,-4.057873314312e-07  ,5.007911677118e+04  ,0.000000000000e+00  ,4.999857749792e+04  
  1.993374328218e+01  ,-4.269210433228e-07  ,5.007911678148e+04  ,0.000000000000e+00  ,4.999857749793e+04  
  1.993374328506e+01  ,-4.277438739042e-07  ,5.007911678148e+04  ,0.000000000000e+00  ,4.999857749794e+04  
  1.993374329081e+01  ,-4.276398627434e-07  ,5.007911678148e+04  ,0.000000000000e+00  ,4.999857749795e+04  
  1.993374330231e+01  ,-4.278974551630e-07  ,5.007911678148e+04  ,0.000000000000e+00  ,4.999857749796e+04  
  1.993374332531e+01  ,-4.276942247583e-07  ,5.007911678148e+04  ,0.000000000000e+00  ,4.999857749799e+04  
  1.993374335645e+01  ,-4.277626945715e-07  ,5.007911678148e+04  ,0.000000000000e+00  ,4.999857749804e+04  
  1.993374341871e+01  ,-4.275691624089e-07  ,5.007911678148e+04  ,0.000000000000e+00  ,4.999857749813e+04  
  1.993374354324e+01  ,-4.275696623979e-07  ,5.007911678148e+04  ,0.000000000000e+00  ,4.999857749830e+04  
  1.993374379229e+01  ,-4.273913591091e-07  ,5.007911678148e+04  ,0.000000000000e+00  ,4.999857749865e+04  
  1.993374429039e+01  ,-4.274758710621e-07  ,5.007911678148e+04  ,0.000000000000e+00  ,4.999857749936e+04  
  1.993374528660e+01  ,-4.273825315593e-07  ,5.007911678148e+04  ,0.000000000000e+00  ,4.999857750076e+04  
  1.993374727902e+01  ,-4.274825374795e-07  ,5.007911678148e+04  ,0.000000000000e+00  ,4.999857750357e+04  
  1.993375126385e+01  ,-4.273878302652e-07  ,5.007911678148e+04  ,0.000000000000e+00  ,4.999857750920e+04  
  1.993375923351e+01  ,-4.274862704934e-07  ,5.007911678148e+04  ,0.000000000000e+00  ,4.999857752045e+04  
  1.993377517285e+01  ,-4.273860677029e-07  ,5.007911678149e+04  ,0.000000000000e+00  ,4.999857754294e+04  
  1.993380705151e+01  ,-4.274763475975e-07  ,5.007911678151e+04  ,0.000000000000e+00  ,4.999857758792e+04  
  1.993387080883e+01  ,-4.273641101005e-07  ,5.007911678154e+04  ,0.000000000000e+00  ,4.999857767787e+04  
  1.993399832348e+01  ,-4.274325258180e-07  ,5.007911678160e+04  ,0.000000000000e+00  ,4.999857785769e+04  
  1.993425335278e+01  ,-4.272764335123e-07  ,5.007911678173e+04  ,0.000000000000e+00  ,4.999857821705e+04  
  1.993476341137e+01  ,-4.272571900443e-07  ,5.007911678199e+04  ,0.000000000000e+00  ,4.999857893463e+04  
  1.993578352856e+01  ,-4.269257480316e-07  ,5.007911678249e+04  ,0.000000000000e+00  ,4.999858036522e+04  
  1.993782376293e+01  ,-4.265558403438e-07  ,5.007911678351e+04  ,0.000000000000e+00  ,4.999858320823e+04  
  1.994190423168e+01  ,-4.255230071637e-07  ,5.007911678555e+04  ,0.000000000000e+00  ,4.999858882194e+04  
  1.995006516918e+01  ,-4.237503368754e-07  ,5.007682497211e+04  ,0.000000000000e+00  ,4.999859976379e+04  
  1.996638704418e+01  ,-4.199114165548e-07  ,5.007178668717e+04  ,0.000000000000e+00  ,4.999862053269e+04  
  1.999903079418e+01  ,-4.125275633038e-07  ,5.007055714730e+04  ,0.000000000000e+00  ,4.999865781376e+04  
  2.000000000001e+01  ,-4.122075093760e-07  ,5.007053830888e+04  ,8.000711204658e-10  ,4.999865883560e+04  
  2.000071210938e+01  ,-4.120941865804e-07  ,5.007052478828e+04  ,7.121093830022e-02  ,4.999865958210e+04  
  2.000213632813e+01  ,-5.095171721758e-07  ,5.007049810867e+04  ,2.136328133002e-01  ,4.999866107000e+04  
  2.000333665680e+01  ,-2.436139635797e-06  ,5.007047617245e+04  ,3.336656800002e-01  ,4.999866231607e+04  
  2.000365882540e+01  ,-8.361547710956e-02  ,5.007047036753e+04  ,3.658825400002e-01  ,4.999866265639e+04  
  2.000390452660e+01  ,-1.751957773813e-01  ,5.007046596335e+04  ,3.904526599999e-01  ,4.999866292685e+04  
  2.000401989850e+01  ,-1.755060542491e-01  ,5.007046390210e+04  ,4.019898500001e-01  ,4.999866305652e+04  
  2.000422459380e+01  ,-1.751114973449e-01  ,5.007046025559e+04  ,4.224593800000e-01  ,4.999866328641e+04  
  2.000424167920e+01  ,-1.754129040783e-01  ,5.007045995184e+04  ,4.241679200000e-01  ,4.999866330559e+04  
  2.000476960889e+01  ,-1.749686119874e-01  ,5.007045061181e+04  ,4.769608887500e-01  ,4.999866389742e+04  
  2.000524719678e+01  ,2.684585651441e-01  ,5.007044223820e+04  ,5.247196778125e-01  ,4.998981745123e+04  
  2.000620237256e+01  ,3.930406188883e-01  ,5.007042570140e+04  ,6.202372559375e-01  ,4.995936785993e+04  
  2.000639879240e+01  ,3.562377282942e-01  ,5.007042233519e+04  ,6.398792400002e-01  ,4.995397815191e+04  
  2.000669665940e+01  ,4.209220037155e-01  ,5.007041725227e+04  ,6.696659399999e-01  ,4.994611778434e+04  
  2.000686865080e+01  ,3.972121141560e-01  ,5.007041432928e+04  ,6.868650800001e-01  ,4.994180822406e+04  
  2.000699063550e+01  ,4.333190072502e-01  ,5.007041226141e+04  ,6.990635499999e-01  ,4.993881215698e+04  
  2.000708981540e+01  ,4.215404629358e-01  ,5.007041058332e+04  ,7.089815400000e-01  ,4.993643731563e+04  
  2.000717717270e+01  ,4.397233026102e-01  ,5.007040910764e+04  ,7.177172700000e-01  ,4.993436928937e+04  
  2.000718586630e+01  ,4.384978429007e-01  ,5.007040896091e+04  ,7.185866300002e-01  ,4.993416676749e+04  
  2.000719061100e+01  ,4.371420142124e-01  ,5.007040888083e+04  ,7.190611000002e-01  ,4.993405570780e+04  
  2.000719898990e+01  ,4.374336551118e-01  ,5.007040873944e+04  ,7.198989900001e-01  ,4.993386013597e+04  
  2.000720558990e+01  ,4.373960353259e-01  ,5.007040862808e+04  ,7.205589900000e-01  ,4.993370605446e+04  
  2.000720831560e+01  ,4.376487965637e-01  ,5.007040858210e+04  ,7.208315600000e-01  ,4.993364251512e+04  
  2.000721036820e+01  ,4.377422821999e-01  ,5.007040854747e+04  ,7.210368199999e-01  ,4.993359465891e+04  
  2.000721052070e+01  ,4.377522086725e-01  ,5.007040854490e+04  ,7.210520699999e-01  ,4.993359110435e+04  
  2.000721052090e+01  ,4.377524350130e-01  ,5.007040854489e+04  ,7.210520899999e-01  ,4.993359109969e+04  
  2.000721052100e+01  ,4.377521777351e-01  ,5.007040854489e+04  ,7.210521000001e-01  ,4.993359109736e+04  
  2.000721052656e+01  ,4.377528198529e-01  ,5.007040854480e+04  ,7.210526555898e-01  ,4.993359096786e+04  
  2.000721053222e+01  ,4.377528681653e-01  ,5.007040854470e+04  ,7.210532217595e-01  ,4.993359083590e+04  
  2.000721054354e+01  ,4.377537339169e-01  ,5.007040854451e+04  ,7.210543540989e-01  ,4.993359057197e+04  
  2.000721056619e+01  ,4.377547001350e-01  ,5.007040854413e+04  ,7.210566187773e-01  ,4.993359004412e+04  
  2.000721061148e+01  ,4.377574085374e-01  ,5.007040854336e+04  ,7.210611481341e-01  ,4.993358898841e+04  
  2.000721070207e+01  ,4.377620588057e-01  ,5.007040854183e+04  ,7.210702068480e-01  ,4.993358687702e+04  
  2.000721088324e+01  ,4.377720917109e-01  ,5.007040853878e+04  ,7.210883242759e-01  ,4.993358265431e+04  
  2.000721124559e+01  ,4.377913172939e-01  ,5.007040853267e+04  ,7.211245591318e-01  ,4.993357420919e+04  
  2.000721197029e+01  ,4.378307433217e-01  ,5.007040852044e+04  ,7.211970288431e-01  ,4.993355732018e+04  
  2.000721341968e+01  ,4.379107476852e-01  ,5.007040849599e+04  ,7.213419682656e-01  ,4.993352354744e+04  
  2.000721631847e+01  ,4.380930855114e-01  ,5.007040844709e+04  ,7.216318471108e-01  ,4.993345602456e+04  
  2.000722003590e+01  ,4.383370014548e-01  ,5.007040838439e+04  ,7.220035900001e-01  ,4.993336947898e+04  
  2.000722044130e+01  ,4.383645826310e-01  ,5.007040837755e+04  ,7.220441299999e-01  ,4.993336004405e+04  
  2.000722044310e+01  ,4.383644316986e-01  ,5.007040837752e+04  ,7.220443099999e-01  ,4.993336000216e+04  
  2.000722044320e+01  ,4.383646590286e-01  ,5.007040837752e+04  ,7.220443200001e-01  ,4.993335999984e+04  
  2.000722058401e+01  ,4.383739738259e-01  ,5.007040837515e+04  ,7.220584010014e-01  ,4.993335672289e+04  
  2.000722072470e+01  ,4.383836789639e-01  ,5.007040837278e+04  ,7.220724700818e-01  ,4.993335344880e+04  
  2.000722100608e+01  ,4.384025266045e-01  ,5.007040836803e+04  ,7.221006082424e-01  ,4.993334690084e+04  
  2.000722156885e+01  ,4.384408373735e-01  ,5.007040835854e+04  ,7.221568845640e-01  ,4.993333380580e+04  
  2.000722269437e+01  ,4.385171400500e-01  ,5.007040833956e+04  ,7.222694372068e-01  ,4.993330761930e+04  
  2.000722494542e+01  ,4.386714190186e-01  ,5.007040830159e+04  ,7.224945424923e-01  ,4.993325526073e+04  
  2.000722944753e+01  ,4.389831037261e-01  ,5.007040822566e+04  ,7.229447530637e-01  ,4.993315060163e+04  
  2.000723845174e+01  ,4.396160318283e-01  ,5.007040807382e+04  ,7.238451742061e-01  ,4.993294151655e+04  
  2.000725646016e+01  ,4.408952753583e-01  ,5.007040777021e+04  ,7.256460164914e-01  ,4.993252428018e+04  
  2.000729247701e+01  ,4.434639994579e-01  ,5.007040716327e+04  ,7.292477010615e-01  ,4.993169352476e+04  
  2.000736451070e+01  ,4.485993614653e-01  ,5.007040595050e+04  ,7.364510702022e-01  ,4.993004667191e+04  
  2.000750857808e+01  ,4.588646272314e-01  ,5.007040352946e+04  ,7.508578084834e-01  ,4.992680990503e+04  
  2.000779671285e+01  ,4.793819558108e-01  ,5.007039870519e+04  ,7.796712850460e-01  ,4.992055155322e+04  
  2.000837298238e+01  ,5.204035477072e-01  ,5.007038912701e+04  ,8.372982381711e-01  ,4.990880805560e+04  
  2.000952552144e+01  ,6.024544693646e-01  ,5.007037024551e+04  ,9.525521444210e-01  ,4.988786841689e+04  
  2.001183059957e+01  ,7.665726533742e-01  ,5.007033353162e+04  ,1.183059956921e+00  ,4.985332441367e+04  
  2.001644075582e+01  ,1.094752532779e+00  ,5.007026394124e+04  ,1.644075581921e+00  ,4.980185547108e+04  
  2.001828266910e+01  ,1.225850275252e+00  ,5.007023747944e+04  ,1.828266910000e+00  ,4.978587817902e+04  
  2.001904509190e+01  ,1.280112451175e+00  ,5.007022673281e+04  ,1.904509190000e+00  ,4.977977598939e+04  
  2.001948230110e+01  ,1.311228077044e+00  ,5.007022062302e+04  ,1.948230110000e+00  ,4.977639429300e+04  
  2.001967380990e+01  ,1.324857398518e+00  ,5.007021796236e+04  ,1.967380990000e+00  ,4.977494619661e+04  
  2.001977130140e+01  ,1.331795693259e+00  ,5.007021660976e+04  ,1.977130140000e+00  ,4.977421289228e+04  
  2.001982687100e+01  ,1.335750501486e+00  ,5.007021583940e+04  ,1.982687100000e+00  ,4.977379616289e+04  
  2.001982687110e+01  ,1.335750723490e+00  ,5.007021583940e+04  ,1.982687110000e+00  ,4.977379616214e+04  
  2.001982687830e+01  ,1.335750941886e+00  ,5.007021583930e+04  ,1.982687830000e+00  ,4.977379610814e+04  
  2.001982687901e+01  ,1.335751997307e+00  ,5.007021583929e+04  ,1.982687901429e+00  ,4.977379610279e+04  
  2.001982688044e+01  ,1.335771574173e+00  ,5.007021583927e+04  ,1.982688044294e+00  ,4.977379609207e+04  
  2.001982688330e+01  ,1.337258629035e+00  ,5.007021583923e+04  ,1.982688330024e+00  ,4.977379607065e+04  
  2.001982688901e+01  ,1.343793271692e+00  ,5.007021583915e+04  ,1.982688901483e+00  ,4.977379602784e+04  
  2.001982690044e+01  ,1.356892423588e+00  ,5.007021583899e+04  ,1.982690044402e+00  ,4.977379594241e+04  
  2.001982692330e+01  ,1.381192220957e+00  ,5.007021583867e+04  ,1.982692330240e+00  ,4.977379577225e+04  
  2.001982696728e+01  ,1.422626982676e+00  ,5.007021583806e+04  ,1.982696727871e+00  ,4.977379544729e+04  
  2.001982700860e+01  ,1.455456773285e+00  ,5.007021583749e+04  ,1.982700860000e+00  ,4.977379514450e+04  
  2.001982701570e+01  ,1.460620632744e+00  ,5.007021583739e+04  ,1.982701570000e+00  ,4.977379509270e+04  
  2.001982701640e+01  ,1.461090856581e+00  ,5.007021583738e+04  ,1.982701640000e+00  ,4.977379508760e+04  
  2.001982701650e+01  ,1.461161348503e+00  ,5.007021583738e+04  ,1.982701650000e+00  ,4.977379508687e+04  
  2.001982702280e+01  ,1.337960659293e+00  ,5.007021583729e+04  ,1.982702280000e+00  ,4.977379504031e+04  
  2.001982702351e+01  ,1.304776127334e+00  ,5.007021583728e+04  ,1.982702351429e+00  ,4.977379503495e+04  
  2.001982702494e+01  ,1.215958456974e+00  ,5.007021583726e+04  ,1.982702494294e+00  ,4.977379502406e+04  
  2.001982702780e+01  ,9.652414842858e-01  ,5.007021583722e+04  ,1.982702780024e+00  ,4.977379500140e+04  
  2.001982703351e+01  ,2.558530989045e-01  ,5.007021583714e+04  ,1.982703351483e+00  ,4.977379494993e+04  
  2.001982704494e+01  ,-2.271244828762e-03  ,5.007021583698e+04  ,1.982704494402e+00  ,4.977379483264e+04  
  2.001982706605e+01  ,1.241748780558e-03  ,5.007021583669e+04  ,1.982706604705e+00  ,4.977379460714e+04  
  2.001982709931e+01  ,-8.838273553238e-04  ,5.007021583623e+04  ,1.982709930644e+00  ,4.977379425011e+04  
  2.001982715347e+01  ,5.826876663946e-04  ,5.007021583548e+04  ,1.982715346918e+00  ,4.977379366427e+04  
  2.001982726179e+01  ,-3.617313708162e-04  ,5.007021583398e+04  ,1.982726179466e+00  ,4.977379247722e+04  
  2.001982747845e+01  ,2.616948875414e-04  ,5.007021583098e+04  ,1.982747844562e+00  ,4.977379004732e+04  
  2.001982778470e+01  ,-2.290687291548e-04  ,5.007021582673e+04  ,1.982778470000e+00  ,4.977378650347e+04  
  2.001982815800e+01  ,2.212855774388e-04  ,5.007021582155e+04  ,1.982815800000e+00  ,4.977378204621e+04  
  2.001982914200e+01  ,-2.187992862162e-04  ,5.007021580791e+04  ,1.982914200000e+00  ,4.977376978643e+04  
  2.001983117409e+01  ,2.197365298429e-04  ,5.007021577974e+04  ,1.983117408923e+00  ,4.977374274842e+04  
  2.001983523827e+01  ,-2.189236705732e-04  ,5.007021572341e+04  ,1.983523826770e+00  ,4.977368271055e+04  
  2.001984336662e+01  ,2.194136418581e-04  ,5.007021561074e+04  ,1.984336662463e+00  ,4.977353522987e+04  
  2.001985962334e+01  ,-2.191140970069e-04  ,5.007021538545e+04  ,1.985962333850e+00  ,4.977307428948e+04  
  2.001986368752e+01  ,2.191328236023e-04  ,5.007021532914e+04  ,1.986368751697e+00  ,4.977291586144e+04  
  2.001987181587e+01  ,-2.191307540329e-04  ,5.007021521652e+04  ,1.987181587390e+00  ,4.977251571659e+04  
  2.001988807259e+01  ,2.189688923409e-04  ,5.007021499132e+04  ,1.988807258777e+00  ,4.977113443039e+04  
  2.001989213677e+01  ,-2.191438308330e-04  ,5.007021493503e+04  ,1.989213676623e+00  ,4.977062375204e+04  
  2.001989315281e+01  ,2.185795968472e-04  ,5.007021492096e+04  ,1.989315281085e+00  ,4.977047991905e+04  
  2.001989518490e+01  ,-2.188553066844e-04  ,5.007021489281e+04  ,1.989518490009e+00  ,4.977016824376e+04  
  2.001989924908e+01  ,2.183732877086e-04  ,5.007021483653e+04  ,1.989924907855e+00  ,4.976942726596e+04  
  2.001990737744e+01  ,-2.187897842276e-04  ,5.007021472397e+04  ,1.990737743549e+00  ,4.976714580747e+04  
  2.001990940952e+01  ,2.182013832339e-04  ,5.007021469583e+04  ,1.990940952472e+00  ,4.976634896197e+04  
  2.001991347370e+01  ,-2.186240908486e-04  ,5.007021463955e+04  ,1.991347370319e+00  ,4.976413827905e+04  
  2.001992160206e+01  ,2.180953138406e-04  ,5.007021452701e+04  ,1.992160206012e+00  ,4.973214320797e+04  
  2.001992363415e+01  ,-2.184871140969e-04  ,5.007021449888e+04  ,1.992363414936e+00  ,4.972481705283e+04  
  2.001992414217e+01  ,2.174932790666e-04  ,5.007021449185e+04  ,1.992414217166e+00  ,4.972481705283e+04  
  2.001992515822e+01  ,-2.177802453218e-04  ,5.007021447778e+04  ,1.992515821628e+00  ,4.972481705283e+04  
  2.001992719031e+01  ,2.171348473468e-04  ,5.007021444965e+04  ,1.992719030552e+00  ,4.972481705283e+04  
  2.001992769833e+01  ,-2.171929429693e-04  ,5.007021444262e+04  ,1.992769832782e+00  ,4.972481705283e+04  
  2.001992871437e+01  ,2.164251974790e-04  ,5.007021442855e+04  ,1.992871437244e+00  ,4.972481704025e+04  
  2.001993074646e+01  ,-2.168428071201e-04  ,5.007021440042e+04  ,1.993074646167e+00  ,4.972481705283e+04  
  2.001993125448e+01  ,2.158360592404e-04  ,5.007021439339e+04  ,1.993125448398e+00  ,4.972481705283e+04  
  2.001993127036e+01  ,-2.022452848394e-04  ,5.007021439317e+04  ,1.993127035968e+00  ,4.972481705283e+04  
  2.001993130211e+01  ,1.951928593655e-04  ,5.007021439273e+04  ,1.993130211107e+00  ,4.972481705283e+04  
  2.001993131005e+01  ,-1.727829104539e-04  ,5.007021439262e+04  ,1.993131004892e+00  ,4.972481705283e+04  
  2.001993132592e+01  ,1.623375936788e-04  ,5.007021439240e+04  ,1.993132592462e+00  ,4.972481705283e+04  
  2.001993135768e+01  ,-1.582264784759e-04  ,5.007021439196e+04  ,1.993135767601e+00  ,4.972481705283e+04  
  2.001993136561e+01  ,1.409519885982e-04  ,5.007021439185e+04  ,1.993136561386e+00  ,4.972481705283e+04  
  2.001993136760e+01  ,-9.345212501444e-05  ,5.007021439182e+04  ,1.993136759832e+00  ,4.972481705283e+04  
  2.001993137157e+01  ,7.723431799889e-05  ,5.007021439177e+04  ,1.993137156725e+00  ,4.972481705322e+04  
  2.001993137951e+01  ,-7.186563701111e-05  ,5.007021439166e+04  ,1.993137950509e+00  ,4.972481705479e+04  
  2.001993138724e+01  ,6.469709400392e-05  ,5.007021439155e+04  ,1.993138723731e+00  ,4.972481705632e+04  
  2.001993140270e+01  ,-6.305139879359e-05  ,5.007021439134e+04  ,1.993140270173e+00  ,4.972481705937e+04  
  2.001993143237e+01  ,6.051438055366e-05  ,5.007021439093e+04  ,1.993143237292e+00  ,4.972481706523e+04  
  2.001993149172e+01  ,-6.096794491839e-05  ,5.007021439010e+04  ,1.993149171531e+00  ,4.972481707695e+04  
  2.001993161040e+01  ,5.949811174943e-05  ,5.007021438846e+04  ,1.993161040007e+00  ,4.972481710040e+04  
  2.001993184777e+01  ,-6.046127423076e-05  ,5.007021438518e+04  ,1.993184776961e+00  ,4.972481714729e+04  
  2.001993232251e+01  ,5.925289743303e-05  ,5.007021437860e+04  ,1.993232250869e+00  ,4.972481724107e+04  
  2.001993327199e+01  ,-6.033352758550e-05  ,5.007021436546e+04  ,1.993327198684e+00  ,4.972481742863e+04  
  2.001993517094e+01  ,5.918603834232e-05  ,5.007021433918e+04  ,1.993517094313e+00  ,4.972481780375e+04  
  2.001993896886e+01  ,-6.029614879921e-05  ,5.007021428661e+04  ,1.993896885573e+00  ,4.972481855397e+04  
  2.001994656468e+01  ,5.916270485429e-05  ,5.007021418148e+04  ,1.994656468093e+00  ,4.972482005438e+04  
  2.001996175633e+01  ,-6.028190546559e-05  ,5.007021397125e+04  ,1.996175633132e+00  ,4.972482305501e+04  
  2.001999213963e+01  ,5.915557161629e-05  ,5.007021355094e+04  ,1.999213963210e+00  ,4.972482905559e+04  
  2.002005290623e+01  ,-6.027926232477e-05  ,5.007021271085e+04  ,2.005290623366e+00  ,4.972484105399e+04  
  2.002017443944e+01  ,5.915295997383e-05  ,5.007021103284e+04  ,2.017443943679e+00  ,4.972486503971e+04  
  2.002041750584e+01  ,-5.965453453172e-05  ,5.007188958795e+04  ,2.041750584304e+00  ,4.972492158879e+04  
  2.002042486010e+01  ,1.392313570818e-04  ,5.007199288522e+04  ,2.042486010000e+00  ,4.972492229457e+04  
  2.002043013240e+01  ,-5.963743011961e-05  ,5.007206741971e+04  ,2.043013240000e+00  ,4.972492280510e+04  
  2.002044739314e+01  ,1.050074928273e-04  ,5.007231073197e+04  ,2.044739314219e+00  ,4.972492397473e+04  
  2.002045134140e+01  ,-5.962403383819e-05  ,5.007236651886e+04  ,2.045134140000e+00  ,4.972492424388e+04  
  2.002045436790e+01  ,7.372331270972e-05  ,5.007240920938e+04  ,2.045436790000e+00  ,4.972492397971e+04  
  2.002045481310e+01  ,-5.025224593425e-05  ,5.007241549469e+04  ,2.045481310000e+00  ,4.972492372825e+04  
  2.002045481540e+01  ,5.388823857899e-05  ,5.007241552716e+04  ,2.045481540000e+00  ,4.972492372667e+04  
  2.002045481550e+01  ,3.258419020113e-05  ,5.007241552858e+04  ,2.045481550000e+00  ,4.972492372660e+04  
  2.002045481776e+01  ,-8.243099063776e-06  ,5.007241556042e+04  ,2.045481775566e+00  ,4.972492372504e+04  
  2.002045481985e+01  ,2.198029084255e-05  ,5.007241558992e+04  ,2.045481984555e+00  ,4.972492372358e+04  
  2.002045482327e+01  ,-1.488221979762e-06  ,5.007241563823e+04  ,2.045482326760e+00  ,4.972492372120e+04  
  2.002045483011e+01  ,1.877404028683e-05  ,5.007241573486e+04  ,2.045483011171e+00  ,4.972492371639e+04  
  2.002045484380e+01  ,-2.807329177734e-07  ,5.007241592810e+04  ,2.045484379991e+00  ,4.972492370669e+04  
