  Time                 , V(VN)                , V(VVAL)              , (V(MS:+)-V(MS:-)) / I(MS:+), (V(MH:+)-V(MH:-)) / I(MH:+)
  2.789965298858e-02  ,9.912829938694e-01  ,1.000000000000e+00  ,5.000019300972e+04  ,4.971712808126e+04  
  5.577465298858e-02  ,9.915877202293e-01  ,1.000000000000e+00  ,5.000019302365e+04  ,4.943586048065e+04  
  1.115246529886e-01  ,9.862262523966e-01  ,1.000000000000e+00  ,5.000019305153e+04  ,4.887689579273e+04  
  2.230246529886e-01  ,9.813565279474e-01  ,1.000000000000e+00  ,5.000019310729e+04  ,4.777306600185e+04  
  4.460246529886e-01  ,9.653986908379e-01  ,1.000000000000e+00  ,5.000019321880e+04  ,4.562074064625e+04  
  8.920246529886e-01  ,9.380133063532e-01  ,1.000000000000e+00  ,5.000019344182e+04  ,4.153049758896e+04  
  1.784024652989e+00  ,8.725505084731e-01  ,1.000000000000e+00  ,5.000019388786e+04  ,3.419931229223e+04  
  2.784024652989e+00  ,7.973647603067e-01  ,1.000000000000e+00  ,5.000019438791e+04  ,2.737257544641e+04  
  3.784024652989e+00  ,7.185806990601e-01  ,1.000000000000e+00  ,5.000019488796e+04  ,2.206096112591e+04  
  4.784024652989e+00  ,6.498279939988e-01  ,1.000000000000e+00  ,5.000019538801e+04  ,1.816287321697e+04  
  5.000000000012e+00  ,6.347465671715e-01  ,1.000000000000e+00  ,5.000019549600e+04  ,1.748979401083e+04  
  5.001000000011e+00  ,5.661536005791e-01  ,1.000000000000e+00  ,5.000019549650e+04  ,1.748644796390e+04  
  5.003000000011e+00  ,4.264184217318e-01  ,1.000000000000e+00  ,5.000019549750e+04  ,1.747871520466e+04  
  5.003500000011e+00  ,3.915197216556e-01  ,1.000000000000e+00  ,5.000019549775e+04  ,1.747643018746e+04  
  5.004500000011e+00  ,3.219844588893e-01  ,1.000000000000e+00  ,5.000019549825e+04  ,1.747119263548e+04  
  5.006500000011e+00  ,1.856484419113e-01  ,1.000000000000e+00  ,5.000019549925e+04  ,1.745592140200e+04  
  5.006554687511e+00  ,1.820453315886e-01  ,1.000000000000e+00  ,5.000019549928e+04  ,1.745539381477e+04  
  5.006620312511e+00  ,1.777279854869e-01  ,1.000000000000e+00  ,5.000019549931e+04  ,1.745474033510e+04  
  5.006751562511e+00  ,5.843729779735e-02  ,1.000000000000e+00  ,5.000019549938e+04  ,1.745171475146e+04  
  5.007014062511e+00  ,-1.906686750153e-01  ,1.000000000000e+00  ,5.000019549951e+04  ,1.745082390887e+04  
  5.007539062511e+00  ,-1.908990219526e-01  ,1.000000000000e+00  ,5.000019549977e+04  ,1.746623499755e+04  
  5.008333886730e+00  ,-1.907226179610e-01  ,1.000000000000e+00  ,5.000019550017e+04  ,1.748954913125e+04  
  5.009338378917e+00  ,-1.905372160691e-01  ,1.000000000000e+00  ,5.000019550067e+04  ,1.751897835221e+04  
  5.009421081554e+00  ,-1.095114583295e-01  ,1.000000000000e+00  ,5.000019550072e+04  ,1.752136886834e+04  
  5.009478973399e+00  ,-9.171537515795e-02  ,1.000000000000e+00  ,5.000019550074e+04  ,1.752301112248e+04  
  5.009594757090e+00  ,-1.810199027896e-06  ,1.000000000000e+00  ,5.000019550080e+04  ,1.752624662785e+04  
  5.009623703013e+00  ,-1.140836742297e-06  ,1.000000000000e+00  ,5.000019550082e+04  ,1.752704326219e+04  
  5.009681594859e+00  ,-7.350677140860e-07  ,1.000000000000e+00  ,5.000019550085e+04  ,1.752863644009e+04  
  5.009797378550e+00  ,-4.935851679322e-07  ,1.000000000000e+00  ,5.000019550090e+04  ,1.753182247528e+04  
  5.010000000012e+00  ,-4.107904170714e-07  ,1.000000000000e+00  ,5.000019550100e+04  ,1.753739701120e+04  
  5.010023156750e+00  ,-4.035401983404e-07  ,1.000000000000e+00  ,5.000019550102e+04  ,1.753803400941e+04  
  5.010069470227e+00  ,-3.977763385066e-07  ,1.000000000000e+00  ,5.000019550104e+04  ,1.753930797174e+04  
  5.010162097180e+00  ,-3.901995720146e-07  ,1.000000000000e+00  ,5.000019550109e+04  ,1.754185569202e+04  
  5.010347351086e+00  ,-3.835066857971e-07  ,1.000000000000e+00  ,5.000019550118e+04  ,1.754695031534e+04  
  5.010717858899e+00  ,-3.805832706483e-07  ,1.000000000000e+00  ,5.000019550136e+04  ,1.755713629549e+04  
  5.011458874524e+00  ,-3.808123890392e-07  ,1.000000000000e+00  ,5.000019550173e+04  ,1.757749520959e+04  
  5.012940905774e+00  ,-3.810346287381e-07  ,1.000000000000e+00  ,5.000019550248e+04  ,1.761816100924e+04  
  5.015904968274e+00  ,-3.815985145372e-07  ,1.000000000000e+00  ,5.000019550396e+04  ,1.769928573275e+04  
  5.021833093274e+00  ,-3.826199946044e-07  ,1.000000000000e+00  ,5.000019550692e+04  ,1.786071740173e+04  
  5.033689343274e+00  ,-3.846794257578e-07  ,1.000000000000e+00  ,5.000019551285e+04  ,1.818038462584e+04  
  5.057401843274e+00  ,-3.884819040345e-07  ,1.000000000000e+00  ,5.000019552471e+04  ,1.880749326684e+04  
  5.104826843274e+00  ,-3.953895779951e-07  ,1.000000000000e+00  ,5.000019554842e+04  ,2.001670931193e+04  
  5.199676843274e+00  ,-4.067001561636e-07  ,1.000000000000e+00  ,5.000019559585e+04  ,2.227947834028e+04  
  5.389376843274e+00  ,-4.230509562941e-07  ,1.000000000000e+00  ,5.000019569071e+04  ,2.630917260992e+04  
  5.768776843274e+00  ,-4.425602048441e-07  ,1.000000000000e+00  ,5.000019588043e+04  ,3.289220396230e+04  
  6.000000000012e+00  ,-4.499388069901e-07  ,1.000000000000e+00  ,5.000019599605e+04  ,3.610657588963e+04  
  6.005000000011e+00  ,-4.802244157609e-07  ,1.000000000000e+00  ,5.000019599855e+04  ,3.617013434376e+04  
  6.015000000011e+00  ,-2.031654454477e-01  ,1.000000000000e+00  ,5.000019600355e+04  ,3.630103674520e+04  
  6.035000000011e+00  ,6.032698089839e-01  ,1.000000000000e+00  ,5.000019601355e+04  ,3.631781915775e+04  
  6.050000000012e+00  ,8.923816492315e-01  ,1.000000000000e+00  ,5.000019602105e+04  ,3.616975809737e+04  
  6.053409375012e+00  ,8.918524407200e-01  ,1.000000000000e+00  ,5.000019602276e+04  ,3.614266371690e+04  
  6.060228125012e+00  ,8.915054500685e-01  ,1.000000000000e+00  ,5.000019602617e+04  ,3.608850937632e+04  
  6.073865625012e+00  ,8.903782754787e-01  ,1.000000000000e+00  ,5.000019603299e+04  ,3.598040175976e+04  
  6.097243750012e+00  ,8.887889611069e-01  ,1.000000000000e+00  ,5.000019604468e+04  ,3.579570050723e+04  
  6.144000000012e+00  ,8.852382519399e-01  ,1.000000000000e+00  ,5.000019606806e+04  ,3.542866454534e+04  
  6.237512500012e+00  ,8.784381489386e-01  ,1.000000000000e+00  ,5.000019611482e+04  ,3.470410037449e+04  
  6.424537500012e+00  ,8.643238328514e-01  ,1.000000000000e+00  ,5.000019620834e+04  ,3.329337279658e+04  
  6.798587500012e+00  ,8.358542121714e-01  ,1.000000000000e+00  ,5.000019639538e+04  ,3.062838920291e+04  
  7.546687500012e+00  ,7.774064315599e-01  ,1.000000000000e+00  ,5.000019676947e+04  ,2.593947740229e+04  
  8.546687500012e+00  ,7.014093543985e-01  ,1.000000000000e+00  ,5.000019726952e+04  ,2.098797975845e+04  
  9.546687500012e+00  ,6.336034391425e-01  ,1.000000000000e+00  ,5.000019776957e+04  ,1.740157128934e+04  
  1.054668750001e+01  ,5.785561664961e-01  ,1.000000000000e+00  ,5.000019826961e+04  ,1.491340606963e+04  
  1.100000000001e+01  ,5.580737605924e-01  ,1.000000000000e+00  ,5.000019849629e+04  ,1.407538228496e+04  
  1.100300000001e+01  ,4.963146773225e-01  ,1.000000000000e+00  ,5.000019849779e+04  ,1.406974413337e+04  
  1.100900000001e+01  ,3.725893249502e-01  ,1.000000000000e+00  ,5.000019850079e+04  ,1.405674067393e+04  
  1.101050000001e+01  ,3.417546778510e-01  ,1.000000000000e+00  ,5.000019850154e+04  ,1.405290508431e+04  
  1.101350000001e+01  ,2.804071564460e-01  ,1.000000000000e+00  ,5.000019850304e+04  ,1.404412470192e+04  
  1.101950000001e+01  ,1.611591229885e-01  ,1.000000000000e+00  ,5.000019850604e+04  ,1.401871585563e+04  
  1.101966406251e+01  ,1.580286069511e-01  ,1.000000000000e+00  ,5.000019850613e+04  ,1.401784111942e+04  
  1.101970507814e+01  ,1.572492427949e-01  ,1.000000000000e+00  ,5.000019850615e+04  ,1.401761946242e+04  
  1.101978710939e+01  ,1.556902539160e-01  ,1.000000000000e+00  ,5.000019850619e+04  ,1.401717410938e+04  
  1.101995117189e+01  ,1.525573520048e-01  ,1.000000000000e+00  ,5.000019850627e+04  ,1.401627087723e+04  
  1.101999218751e+01  ,1.010921414781e-01  ,1.000000000000e+00  ,5.000019850629e+04  ,1.401596670274e+04  
  1.102007421876e+01  ,-1.827612568159e-01  ,1.000000000000e+00  ,5.000019850633e+04  ,1.401698864776e+04  
  1.102023828126e+01  ,-1.881970247196e-01  ,1.000000000000e+00  ,5.000019850641e+04  ,1.402260208772e+04  
  1.102049360353e+01  ,-1.828695436707e-01  ,1.000000000000e+00  ,5.000019850654e+04  ,1.403133552860e+04  
  1.102100424806e+01  ,-1.882271940267e-01  ,1.000000000000e+00  ,5.000019850680e+04  ,1.404879107466e+04  
  1.102202553712e+01  ,-1.829966406513e-01  ,1.000000000000e+00  ,5.000019850731e+04  ,1.408365877292e+04  
  1.102406811525e+01  ,-1.883994739765e-01  ,1.000000000000e+00  ,5.000019850833e+04  ,1.415322047078e+04  
  1.102457875978e+01  ,-1.831613042305e-01  ,1.000000000000e+00  ,5.000019850858e+04  ,1.417057497269e+04  
  1.102560004884e+01  ,-1.884665380203e-01  ,1.000000000000e+00  ,5.000019850909e+04  ,1.420524090704e+04  
  1.102585537110e+01  ,-1.832759312092e-01  ,1.000000000000e+00  ,5.000019850922e+04  ,1.421389853905e+04  
  1.102636601564e+01  ,-1.884579373873e-01  ,1.000000000000e+00  ,5.000019850948e+04  ,1.423120297869e+04  
  1.102738730470e+01  ,-1.829278069054e-01  ,1.000000000000e+00  ,5.000019850999e+04  ,1.426576700250e+04  
  1.102741921998e+01  ,-1.406292150059e-01  ,1.000000000000e+00  ,5.000019851000e+04  ,1.426683810242e+04  
  1.102748305055e+01  ,-1.134800803120e-01  ,1.000000000000e+00  ,5.000019851004e+04  ,1.426895661273e+04  
  1.102761071168e+01  ,-8.631272140569e-06  ,1.000000000000e+00  ,5.000019851010e+04  ,1.427309776454e+04  
  1.102764262696e+01  ,-1.733590885733e-06  ,1.000000000000e+00  ,5.000019851012e+04  ,1.427411370811e+04  
  1.102770645753e+01  ,-8.717859588669e-07  ,1.000000000000e+00  ,5.000019851015e+04  ,1.427614544211e+04  
  1.102783411866e+01  ,-4.481228420283e-07  ,1.000000000000e+00  ,5.000019851021e+04  ,1.428020831651e+04  
  1.102808944093e+01  ,-3.971648758483e-07  ,1.000000000000e+00  ,5.000019851034e+04  ,1.428833169560e+04  
  1.102860008546e+01  ,-3.292317612980e-07  ,1.000000000000e+00  ,5.000019851059e+04  ,1.430456899087e+04  
  1.102962137452e+01  ,-3.802037641387e-07  ,1.000000000000e+00  ,5.000019851110e+04  ,1.433700583931e+04  
  1.103000000001e+01  ,-3.331189288303e-07  ,1.000000000000e+00  ,5.000019851129e+04  ,1.434901848639e+04  
  1.103009172364e+01  ,-3.562661437806e-07  ,1.000000000000e+00  ,5.000019851134e+04  ,1.435192736325e+04  
  1.103027517091e+01  ,-3.563373882631e-07  ,1.000000000000e+00  ,5.000019851143e+04  ,1.435774430997e+04  
  1.103062785646e+01  ,-3.564433799508e-07  ,1.000000000000e+00  ,5.000019851161e+04  ,1.436892311865e+04  
  1.103133322755e+01  ,-3.566391414134e-07  ,1.000000000000e+00  ,5.000019851196e+04  ,1.439126288864e+04  
  1.103274396974e+01  ,-3.570253964968e-07  ,1.000000000000e+00  ,5.000019851267e+04  ,1.443587131868e+04  
  1.103556545411e+01  ,-3.577899371221e-07  ,1.000000000000e+00  ,5.000019851408e+04  ,1.452480594935e+04  
  1.104120842286e+01  ,-3.593072485097e-07  ,1.000000000000e+00  ,5.000019851690e+04  ,1.470156357896e+04  
  1.105249436036e+01  ,-3.622209067966e-07  ,1.000000000000e+00  ,5.000019852254e+04  ,1.505076456752e+04  
  1.107506623536e+01  ,-3.676439210842e-07  ,1.000000000000e+00  ,5.000019853383e+04  ,1.573288022037e+04  
  1.112020998536e+01  ,-3.771592097246e-07  ,1.000000000000e+00  ,5.000019855640e+04  ,1.703857617050e+04  
  1.121049748536e+01  ,-3.922608068641e-07  ,1.000000000000e+00  ,5.000019860155e+04  ,1.945546645197e+04  
  1.139107248536e+01  ,-4.129940792963e-07  ,1.000000000000e+00  ,5.000019869185e+04  ,2.370689495631e+04  
  1.175222248536e+01  ,-4.366028522051e-07  ,1.000000000000e+00  ,5.000019887244e+04  ,3.061667884233e+04  
  1.200000000001e+01  ,-4.461819620438e-07  ,1.000000000000e+00  ,5.000019899634e+04  ,3.440764736608e+04  
  1.200300000001e+01  ,-2.025086805079e-01  ,1.000000000000e+00  ,5.000019899784e+04  ,3.445232165681e+04  
  1.200900000001e+01  ,3.995070191741e-01  ,1.000000000000e+00  ,5.000019900084e+04  ,3.444729729338e+04  
  1.202100000001e+01  ,1.034019473940e+00  ,1.000000000000e+00  ,5.000019900684e+04  ,3.430923981953e+04  
  1.202279789940e+01  ,1.123549033422e+00  ,1.000000000000e+00  ,5.000019900774e+04  ,3.429813518173e+04  
  1.202351810946e+01  ,1.163925033645e+00  ,1.000000000000e+00  ,5.000019900810e+04  ,3.429401641654e+04  
  1.202366153390e+01  ,1.171461801394e+00  ,1.000000000000e+00  ,5.000019900817e+04  ,3.429320146652e+04  
  1.202375084340e+01  ,1.176139448653e+00  ,1.000000000000e+00  ,5.000019900822e+04  ,3.429269602213e+04  
  1.202378816360e+01  ,1.178093503695e+00  ,1.000000000000e+00  ,5.000019900824e+04  ,3.429248516030e+04  
  1.202378816370e+01  ,1.178073286545e+00  ,1.000000000000e+00  ,5.000019900824e+04  ,3.429248515973e+04  
  1.202378817148e+01  ,1.178088008193e+00  ,1.000000000000e+00  ,5.000019900824e+04  ,3.429248511579e+04  
  1.202378818703e+01  ,1.178088959889e+00  ,1.000000000000e+00  ,5.000019900824e+04  ,3.429248502791e+04  
  1.202378821409e+01  ,1.178090246278e+00  ,1.000000000000e+00  ,5.000019900824e+04  ,3.429248487505e+04  
  1.202378826819e+01  ,1.178093161667e+00  ,1.000000000000e+00  ,5.000019900824e+04  ,3.429248456934e+04  
  1.202378837641e+01  ,1.178098669741e+00  ,1.000000000000e+00  ,5.000019900824e+04  ,3.429248395790e+04  
  1.202378859285e+01  ,1.178109956207e+00  ,1.000000000000e+00  ,5.000019900824e+04  ,3.429248273504e+04  
  1.202378902572e+01  ,1.178132072790e+00  ,1.000000000000e+00  ,5.000019900824e+04  ,3.429248028934e+04  
  1.202378989147e+01  ,1.178176286630e+00  ,1.000000000000e+00  ,5.000019900824e+04  ,3.429247539807e+04  
  1.202379162296e+01  ,1.178264133167e+00  ,1.000000000000e+00  ,5.000019900824e+04  ,3.429246561608e+04  
  1.202379508594e+01  ,1.178441040451e+00  ,1.000000000000e+00  ,5.000019900824e+04  ,3.429244605432e+04  
  1.202380201190e+01  ,1.178802585579e+00  ,1.000000000000e+00  ,5.000019900824e+04  ,3.429240693995e+04  
  1.202381586383e+01  ,1.179543818231e+00  ,1.000000000000e+00  ,5.000019900825e+04  ,3.429232874761e+04  
  1.202384356769e+01  ,1.180996666080e+00  ,1.000000000000e+00  ,5.000019900826e+04  ,3.429217250760e+04  
  1.202389897541e+01  ,1.183900231495e+00  ,1.000000000000e+00  ,5.000019900829e+04  ,3.429186060312e+04  
  1.202399530590e+01  ,1.188949080068e+00  ,1.000000000000e+00  ,5.000019900834e+04  ,3.429132015013e+04  
  1.202411702080e+01  ,1.195332137635e+00  ,1.000000000000e+00  ,5.000019900840e+04  ,3.429064055354e+04  
  1.202445224310e+01  ,1.212917020079e+00  ,1.000000000000e+00  ,5.000019900857e+04  ,3.428878737788e+04  
  1.202449753580e+01  ,1.215294456342e+00  ,1.000000000000e+00  ,5.000019900859e+04  ,3.428853906206e+04  
  1.202452493920e+01  ,1.216731817462e+00  ,1.000000000000e+00  ,5.000019900860e+04  ,3.428838905944e+04  
  1.202454148160e+01  ,1.217600691132e+00  ,1.000000000000e+00  ,5.000019900861e+04  ,3.428829859431e+04  
  1.202454405430e+01  ,1.217735676677e+00  ,1.000000000000e+00  ,5.000019900861e+04  ,3.428828453082e+04  
  1.202454472560e+01  ,1.217771538883e+00  ,1.000000000000e+00  ,5.000019900861e+04  ,3.428828086147e+04  
  1.202454472920e+01  ,1.217772164615e+00  ,1.000000000000e+00  ,5.000019900861e+04  ,3.428828084179e+04  
  1.202454472930e+01  ,1.217772064032e+00  ,1.000000000000e+00  ,5.000019900861e+04  ,3.428828084124e+04  
  1.202454482526e+01  ,1.217777209007e+00  ,1.000000000000e+00  ,5.000019900861e+04  ,3.428828031671e+04  
  1.202454492104e+01  ,1.217781999381e+00  ,1.000000000000e+00  ,5.000019900861e+04  ,3.428827979323e+04  
  1.202454511258e+01  ,1.217791808769e+00  ,1.000000000000e+00  ,5.000019900861e+04  ,3.428827874626e+04  
  1.202454549567e+01  ,1.217811072944e+00  ,1.000000000000e+00  ,5.000019900861e+04  ,3.428827665235e+04  
  1.202454626185e+01  ,1.217849957757e+00  ,1.000000000000e+00  ,5.000019900861e+04  ,3.428827246462e+04  
  1.202454779422e+01  ,1.217927582213e+00  ,1.000000000000e+00  ,5.000019900862e+04  ,3.428826408959e+04  
  1.202455085895e+01  ,1.218084234628e+00  ,1.000000000000e+00  ,5.000019900862e+04  ,3.428824734115e+04  
  1.202455698840e+01  ,1.218400436337e+00  ,1.000000000000e+00  ,5.000019900862e+04  ,3.428821385085e+04  
  1.202455942530e+01  ,1.218530530576e+00  ,1.000000000000e+00  ,5.000019900862e+04  ,3.428820053849e+04  
  1.202455947490e+01  ,1.218534541549e+00  ,1.000000000000e+00  ,5.000019900862e+04  ,3.428820026754e+04  
  1.202455947500e+01  ,1.218543129042e+00  ,1.000000000000e+00  ,5.000019900862e+04  ,3.428820026700e+04  
  1.202455961567e+01  ,1.218536416302e+00  ,1.000000000000e+00  ,5.000019900862e+04  ,3.428819949860e+04  
  1.202455974611e+01  ,1.218557356740e+00  ,1.000000000000e+00  ,5.000019900862e+04  ,3.428819878608e+04  
  1.202456000698e+01  ,1.218556874199e+00  ,1.000000000000e+00  ,5.000019900862e+04  ,3.428819736105e+04  
  1.202456052874e+01  ,1.218598692445e+00  ,1.000000000000e+00  ,5.000019900862e+04  ,3.428819451106e+04  
  1.202456157225e+01  ,1.218640462379e+00  ,1.000000000000e+00  ,5.000019900862e+04  ,3.428818881127e+04  
  1.202456365927e+01  ,1.218763706158e+00  ,1.000000000000e+00  ,5.000019900862e+04  ,3.428817741240e+04  
  1.202456783331e+01  ,1.218968736706e+00  ,1.000000000000e+00  ,5.000019900863e+04  ,3.428815461776e+04  
  1.202457618140e+01  ,1.219424330513e+00  ,1.000000000000e+00  ,5.000019900863e+04  ,3.428810904090e+04  
  1.202459287756e+01  ,1.220287007280e+00  ,1.000000000000e+00  ,5.000019900864e+04  ,3.428801793626e+04  
  1.202462626990e+01  ,1.222054038430e+00  ,1.000000000000e+00  ,5.000019900865e+04  ,3.428783592304e+04  
  1.202469305456e+01  ,1.225544009358e+00  ,1.000000000000e+00  ,5.000019900869e+04  ,3.428747267769e+04  
  1.202482662390e+01  ,1.232572548790e+00  ,1.000000000000e+00  ,5.000019900876e+04  ,3.428674928983e+04  
  1.202509376257e+01  ,1.246573364828e+00  ,1.000000000000e+00  ,5.000019900889e+04  ,3.428531474936e+04  
  1.202562803992e+01  ,1.274629569030e+00  ,1.000000000000e+00  ,5.000019900916e+04  ,3.428249326227e+04  
  1.202669659460e+01  ,1.330686492031e+00  ,1.000000000000e+00  ,5.000019900969e+04  ,3.427703060907e+04  
  1.202883370398e+01  ,1.442844151170e+00  ,1.000000000000e+00  ,5.000019901076e+04  ,3.426675598500e+04  
  1.203000000001e+01  ,1.504020393244e+00  ,1.000000000000e+00  ,5.000019901134e+04  ,3.426148504531e+04  
  1.203042742189e+01  ,1.504509977298e+00  ,1.000000000000e+00  ,5.000019901156e+04  ,3.425959387737e+04  
  1.203128230470e+01  ,1.504458741634e+00  ,1.000000000000e+00  ,5.000019901198e+04  ,3.425581173939e+04  
  1.203299207032e+01  ,1.504333730671e+00  ,1.000000000000e+00  ,5.000019901284e+04  ,3.424824818226e+04  
  1.203641160157e+01  ,1.504081958439e+00  ,1.000000000000e+00  ,5.000019901455e+04  ,3.423312537805e+04  
  1.204325066407e+01  ,1.503579584067e+00  ,1.000000000000e+00  ,5.000019901797e+04  ,3.420289701221e+04  
  1.205692878907e+01  ,1.502573103877e+00  ,1.000000000000e+00  ,5.000019902481e+04  ,3.414250928359e+04  
  1.208428503907e+01  ,1.500559152802e+00  ,1.000000000000e+00  ,5.000019903849e+04  ,3.402201009543e+04  
  1.213899753907e+01  ,1.496521725086e+00  ,1.000000000000e+00  ,5.000019906585e+04  ,3.378211885523e+04  
  1.224842253907e+01  ,1.488415332278e+00  ,1.000000000000e+00  ,5.000019912056e+04  ,3.330678137336e+04  
  1.246727253907e+01  ,1.472078990075e+00  ,1.000000000000e+00  ,5.000019923000e+04  ,3.237401591222e+04  
