  Time                 , V(VN)                , V(VVAL)              , (V(MH:+)-V(MH:-)) / I(MH:+), (V(MS:+)-V(MS:-)) / I(MS:+)
  1.000000000000e-10  ,1.063679236995e-02  ,7.000000000000e-01  ,5.000000000000e+04  ,5.000000000000e+04  
  1.816187821329e-10  ,2.026817614569e-02  ,7.000000000000e-01  ,5.000000000000e+04  ,5.000000000000e+04  
  3.448563463986e-10  ,4.094894365335e-02  ,7.000000000000e-01  ,5.000000000000e+04  ,5.000000000000e+04  
  6.713314749300e-10  ,8.618697084603e-02  ,7.000000000000e-01  ,5.000000000000e+04  ,5.000000000000e+04  
  1.324281731993e-09  ,1.700253974268e-01  ,7.000000000000e-01  ,5.000000000000e+04  ,5.000000000000e+04  
  2.630182246119e-09  ,6.616521893193e-03  ,7.000000000000e-01  ,5.000000000000e+04  ,5.000000000000e+04  
  5.071737507731e-09  ,-1.080580525013e-03  ,7.000000000000e-01  ,5.000000000000e+04  ,5.000000000000e+04  
  6.400000000000e-09  ,9.426818483576e-04  ,7.000000000000e-01  ,5.000000000000e+04  ,5.000000000000e+04  
  7.114285714286e-09  ,-9.637669682405e-05  ,7.000000000000e-01  ,5.000000000000e+04  ,5.000000000000e+04  
  8.542934543746e-09  ,3.307159325345e-04  ,7.000000000000e-01  ,5.000000000000e+04  ,5.000000000000e+04  
  9.865226335185e-09  ,-8.372720186056e-07  ,7.000000000000e-01  ,5.000000000000e+04  ,5.000000000000e+04  
  1.237197417702e-08  ,1.595637137370e-04  ,7.000000000000e-01  ,5.000000000000e+04  ,5.000000000000e+04  
  1.577688950981e-08  ,-4.456855799972e-05  ,7.000000000000e-01  ,5.000000000000e+04  ,5.000000000000e+04  
  1.956029433693e-08  ,9.623565725292e-05  ,7.000000000000e-01  ,5.000000000000e+04  ,5.000000000000e+04  
  2.425416011299e-08  ,-4.443295987144e-05  ,7.000000000000e-01  ,5.000000000000e+04  ,5.000000000000e+04  
  3.364189166512e-08  ,7.502088215716e-05  ,7.000000000000e-01  ,5.000000000000e+04  ,5.000000000000e+04  
  5.241735476937e-08  ,-7.500676887418e-05  ,7.000000000000e-01  ,5.000000000000e+04  ,5.000000000000e+04  
  7.350000000000e-08  ,2.586321658669e-04  ,7.000000000000e-01  ,5.000000000000e+04  ,5.000000000000e+04  
  7.360000000000e-08  ,4.397464689276e-05  ,7.000000000000e-01  ,5.000000000000e+04  ,5.000000000000e+04  
  7.370000000000e-08  ,6.803334434835e-05  ,7.000000000000e-01  ,5.000000000000e+04  ,5.000000000000e+04  
  7.447681615949e-08  ,-3.203826998117e-04  ,7.000000000000e-01  ,5.000000000000e+04  ,5.000000000000e+04  
  7.533652002811e-08  ,-3.030039280532e-04  ,7.000000000000e-01  ,5.000000000000e+04  ,5.000000000000e+04  
  7.705592776537e-08  ,-1.865809689093e-03  ,7.000000000000e-01  ,5.000000000000e+04  ,5.000000000000e+04  
  7.990000000000e-08  ,-4.102256646547e-03  ,7.000000000000e-01  ,5.000000000000e+04  ,5.000000000000e+04  
  8.061428571429e-08  ,-4.912147287996e-03  ,7.000000000000e-01  ,5.000000000000e+04  ,5.000000000000e+04  
  8.204293454375e-08  ,-5.868428734175e-03  ,7.000000000000e-01  ,5.000000000000e+04  ,5.000000000000e+04  
  8.490023220267e-08  ,-8.418844727203e-03  ,7.000000000000e-01  ,5.000000000000e+04  ,5.000000000000e+04  
  9.061482752051e-08  ,-1.277151248996e-02  ,7.000000000000e-01  ,5.000000000000e+04  ,5.000000000000e+04  
  1.020440181562e-07  ,-2.167510310028e-02  ,7.000000000000e-01  ,5.000000000000e+04  ,5.000000000000e+04  
  1.249023994276e-07  ,-3.708577057478e-02  ,7.000000000000e-01  ,5.000000000000e+04  ,5.000000000000e+04  
  1.706191619703e-07  ,-6.252600912921e-02  ,7.000000000000e-01  ,5.000000000000e+04  ,5.000000000000e+04  
  2.620526870557e-07  ,-9.491989799426e-02  ,7.000000000000e-01  ,5.000000000000e+04  ,5.000000000000e+04  
  4.449197372266e-07  ,-1.199418947581e-01  ,7.000000000000e-01  ,5.000000000000e+04  ,5.000000042380e+04  
  8.106538375684e-07  ,-1.113819972088e-01  ,7.000000000000e-01  ,4.999997376449e+04  ,5.000000246815e+04  
  1.173097761519e-06  ,-8.340953094739e-02  ,7.000000000000e-01  ,4.999993961395e+04  ,5.000000506252e+04  
  1.692182691939e-06  ,-3.892986793653e-02  ,7.000000000000e-01  ,4.999992091733e+04  ,5.000000936253e+04  
  2.730352552778e-06  ,5.546836478607e-02  ,7.000000000000e-01  ,4.999989709213e+04  ,5.000001888303e+04  
  4.806692274458e-06  ,2.356026315683e-01  ,7.000000000000e-01  ,4.999986181496e+04  ,5.000003850470e+04  
  8.959371717817e-06  ,5.084234734531e-01  ,7.000000000000e-01  ,4.999980358459e+04  ,5.000007499681e+04  
  1.726473060454e-05  ,8.038445157581e-01  ,7.000000000000e-01  ,4.999970403101e+04  ,5.000013577190e+04  
  3.387544837797e-05  ,9.811382821645e-01  ,7.000000000000e-01  ,4.999952725310e+04  ,5.000018905355e+04  
  6.709688392485e-05  ,9.973384129116e-01  ,7.000000000000e-01  ,4.999918919316e+04  ,5.000018905357e+04  
  7.540224281157e-05  ,9.951493281405e-01  ,7.000000000000e-01  ,4.999910494633e+04  ,5.000018905357e+04  
  9.201296058500e-05  ,9.940221498255e-01  ,7.000000000000e-01  ,4.999893631472e+04  ,5.000018905358e+04  
  1.252343961319e-04  ,9.937711467501e-01  ,7.000000000000e-01  ,4.999859896334e+04  ,5.000018905360e+04  
  1.335397550186e-04  ,9.939442073810e-01  ,7.000000000000e-01  ,4.999851462078e+04  ,5.000018905360e+04  
  1.501504727920e-04  ,9.937866196269e-01  ,7.000000000000e-01  ,4.999834594396e+04  ,5.000018905361e+04  
  1.833719083389e-04  ,9.939723707503e-01  ,7.000000000000e-01  ,4.999800858843e+04  ,5.000018905363e+04  
  2.498147794327e-04  ,9.938036447274e-01  ,7.000000000000e-01  ,4.999733389033e+04  ,5.000018905366e+04  
  3.827005216202e-04  ,9.940007921541e-01  ,7.000000000000e-01  ,4.999598452156e+04  ,5.000018905373e+04  
  6.484720059952e-04  ,9.938286102260e-01  ,7.000000000000e-01  ,4.999328589810e+04  ,5.000018905386e+04  
  1.180014974745e-03  ,9.939941799385e-01  ,7.000000000000e-01  ,4.998788902221e+04  ,5.000018905413e+04  
  2.243100912245e-03  ,9.937489376753e-01  ,7.000000000000e-01  ,4.997709662306e+04  ,5.000018905466e+04  
  4.369272787245e-03  ,9.938038835535e-01  ,7.000000000000e-01  ,4.995551707190e+04  ,5.000018905572e+04  
  8.621616537245e-03  ,9.933660808019e-01  ,7.000000000000e-01  ,4.991237895244e+04  ,5.000018905785e+04  
  1.712630403725e-02  ,9.930378771387e-01  ,7.000000000000e-01  ,4.982618654241e+04  ,5.000018906210e+04  
  3.413567903725e-02  ,9.918319028802e-01  ,7.000000000000e-01  ,4.965413650945e+04  ,5.000018907061e+04  
  6.815442903725e-02  ,9.899600897916e-01  ,7.000000000000e-01  ,4.931137064067e+04  ,5.000018908762e+04  
  1.361919290372e-01  ,9.856410754728e-01  ,7.000000000000e-01  ,4.863113942493e+04  ,5.000018912164e+04  
  2.722669290372e-01  ,9.774299511919e-01  ,7.000000000000e-01  ,4.729159010246e+04  ,5.000018918968e+04  
  5.444169290372e-01  ,9.599886137294e-01  ,7.000000000000e-01  ,4.469415506339e+04  ,5.000018932577e+04  
  1.088716929037e+00  ,9.236923396820e-01  ,7.000000000000e-01  ,3.981635637439e+04  ,5.000018959795e+04  
  2.088716929037e+00  ,8.504047982278e-01  ,7.000000000000e-01  ,3.196181943505e+04  ,5.000019009799e+04  
  2.213716929037e+00  ,8.409726126119e-01  ,7.000000000000e-01  ,3.108208930599e+04  ,5.000019016050e+04  
  2.463716929037e+00  ,8.214549857657e-01  ,7.000000000000e-01  ,2.939391892513e+04  ,5.000019028551e+04  
  2.963716929037e+00  ,7.825362754520e-01  ,7.000000000000e-01  ,2.630593186398e+04  ,5.000019053554e+04  
  3.963716929037e+00  ,7.059756600065e-01  ,7.000000000000e-01  ,2.126090063998e+04  ,5.000019103558e+04  
  4.088716929037e+00  ,6.970431043301e-01  ,7.000000000000e-01  ,2.073417664124e+04  ,5.000019109809e+04  
  4.338716929037e+00  ,6.792087200447e-01  ,7.000000000000e-01  ,1.974398347497e+04  ,5.000019122310e+04  
  4.838716929037e+00  ,6.459244838916e-01  ,7.000000000000e-01  ,1.800039318733e+04  ,5.000019147313e+04  
  5.000000000012e+00  ,6.356801745715e-01  ,7.000000000000e-01  ,1.750212735366e+04  ,5.000019155378e+04  
  5.001000000011e+00  ,5.664009270840e-01  ,7.000000000000e-01  ,1.749877520218e+04  ,5.000019155428e+04  
  5.003000000011e+00  ,4.266017724876e-01  ,7.000000000000e-01  ,1.749103076144e+04  ,5.000019155528e+04  
  5.003500000011e+00  ,3.917004188115e-01  ,7.000000000000e-01  ,1.748874230148e+04  ,5.000019155553e+04  
  5.004500000011e+00  ,3.221281730803e-01  ,7.000000000000e-01  ,1.748349966131e+04  ,5.000019155603e+04  
  5.006500000011e+00  ,1.857459872408e-01  ,7.000000000000e-01  ,1.746820328987e+04  ,5.000019155703e+04  
  5.006554687511e+00  ,1.821338901063e-01  ,7.000000000000e-01  ,1.746767492695e+04  ,5.000019155705e+04  
  5.006620312511e+00  ,1.778169694444e-01  ,7.000000000000e-01  ,1.746702048548e+04  ,5.000019155709e+04  
  5.006751562511e+00  ,5.849669734016e-02  ,7.000000000000e-01  ,1.746399207861e+04  ,5.000019155715e+04  
  5.007014062511e+00  ,-1.828105979512e-01  ,7.000000000000e-01  ,1.746272386517e+04  ,5.000019155728e+04  
  5.007539062511e+00  ,-1.829806458409e-01  ,7.000000000000e-01  ,1.747664139112e+04  ,5.000019155755e+04  
  5.008341210948e+00  ,-1.828565737233e-01  ,7.000000000000e-01  ,1.749789158228e+04  ,5.000019155795e+04  
  5.008465747081e+00  ,-1.830105611152e-01  ,7.000000000000e-01  ,1.750118898476e+04  ,5.000019155801e+04  
  5.008714819347e+00  ,-1.828718515026e-01  ,7.000000000000e-01  ,1.750778243650e+04  ,5.000019155813e+04  
  5.008777087413e+00  ,-1.830176152143e-01  ,7.000000000000e-01  ,1.750943051594e+04  ,5.000019155817e+04  
  5.008901623546e+00  ,-1.828810341540e-01  ,7.000000000000e-01  ,1.751272633771e+04  ,5.000019155823e+04  
  5.008932757579e+00  ,-1.830139081285e-01  ,7.000000000000e-01  ,1.751355022130e+04  ,5.000019155824e+04  
  5.008940541087e+00  ,-1.829007160850e-01  ,7.000000000000e-01  ,1.751375618845e+04  ,5.000019155825e+04  
  5.008942486965e+00  ,-1.829446320480e-01  ,7.000000000000e-01  ,1.751380767933e+04  ,5.000019155825e+04  
  5.008946378719e+00  ,-1.829280824313e-01  ,7.000000000000e-01  ,1.751391066127e+04  ,5.000019155825e+04  
  5.008947351657e+00  ,-1.829230319127e-01  ,7.000000000000e-01  ,1.751393640658e+04  ,5.000019155825e+04  
  5.008949297534e+00  ,-1.829151275306e-01  ,7.000000000000e-01  ,1.751398789702e+04  ,5.000019155825e+04  
  5.008949784004e+00  ,-1.829035125411e-01  ,7.000000000000e-01  ,1.751400076957e+04  ,5.000019155825e+04  
  5.008950756942e+00  ,-1.828863773553e-01  ,7.000000000000e-01  ,1.751402651451e+04  ,5.000019155825e+04  
  5.008951000177e+00  ,-1.828723909566e-01  ,7.000000000000e-01  ,1.751403295071e+04  ,5.000019155825e+04  
  5.008951486646e+00  ,-1.828459275421e-01  ,7.000000000000e-01  ,1.751404582301e+04  ,5.000019155825e+04  
  5.008952459585e+00  ,-1.828840068047e-01  ,7.000000000000e-01  ,1.751407156764e+04  ,5.000019155825e+04  
  5.008952702819e+00  ,-1.828707960231e-01  ,7.000000000000e-01  ,1.751407800382e+04  ,5.000019155825e+04  
  5.008952710420e+00  ,-1.828370308649e-01  ,7.000000000000e-01  ,1.751407820495e+04  ,5.000019155825e+04  
  5.008952725622e+00  ,-1.828444831626e-01  ,7.000000000000e-01  ,1.751407860720e+04  ,5.000019155825e+04  
  5.008952729423e+00  ,-1.828407855501e-01  ,7.000000000000e-01  ,1.751407870777e+04  ,5.000019155825e+04  
  5.008952737024e+00  ,-1.828473961068e-01  ,7.000000000000e-01  ,1.751407890890e+04  ,5.000019155825e+04  
  5.008952738924e+00  ,-1.828441563994e-01  ,7.000000000000e-01  ,1.751407895918e+04  ,5.000019155825e+04  
  5.008952742725e+00  ,-1.828498601972e-01  ,7.000000000000e-01  ,1.751407905974e+04  ,5.000019155825e+04  
  5.008952750326e+00  ,-1.828482068959e-01  ,7.000000000000e-01  ,1.751407926087e+04  ,5.000019155825e+04  
  5.008952762290e+00  ,-1.828551692452e-01  ,7.000000000000e-01  ,1.751407957745e+04  ,5.000019155825e+04  
  5.008952765281e+00  ,-1.828530670027e-01  ,7.000000000000e-01  ,1.751407965659e+04  ,5.000019155825e+04  
  5.008952771263e+00  ,-1.828598649008e-01  ,7.000000000000e-01  ,1.751407981488e+04  ,5.000019155825e+04  
  5.008952779092e+00  ,-1.828588090866e-01  ,7.000000000000e-01  ,1.751408002205e+04  ,5.000019155824e+04  
  5.008952786284e+00  ,-1.828648666997e-01  ,7.000000000000e-01  ,1.751408021235e+04  ,5.000019157792e+04  
  5.008952800668e+00  ,-1.828655581776e-01  ,7.000000000000e-01  ,1.751408059296e+04  ,5.000019161732e+04  
  5.008952804060e+00  ,-1.828711958369e-01  ,7.000000000000e-01  ,1.751408068270e+04  ,5.000019161732e+04  
  5.008952810842e+00  ,-1.828714314324e-01  ,7.000000000000e-01  ,1.751408086216e+04  ,5.000019161731e+04  
  5.008952817737e+00  ,-1.828780063224e-01  ,7.000000000000e-01  ,1.751408104460e+04  ,5.000019161731e+04  
  5.008952825834e+00  ,-1.828774372116e-01  ,7.000000000000e-01  ,1.751408125886e+04  ,5.000019164002e+04  
  5.008952842028e+00  ,-1.828863976116e-01  ,7.000000000000e-01  ,1.751408168738e+04  ,5.000019168545e+04  
  5.008952868672e+00  ,-1.828889576864e-01  ,7.000000000000e-01  ,1.751408239239e+04  ,5.000019168545e+04  
  5.008952921958e+00  ,-1.829026561172e-01  ,7.000000000000e-01  ,1.751408380240e+04  ,5.000019168545e+04  
  5.008952935280e+00  ,-1.829041362362e-01  ,7.000000000000e-01  ,1.751408415490e+04  ,5.000019168544e+04  
  5.008952961923e+00  ,-1.829189834971e-01  ,7.000000000000e-01  ,1.751408485991e+04  ,5.000019168544e+04  
  5.008952998705e+00  ,-1.829249079892e-01  ,7.000000000000e-01  ,1.751408583321e+04  ,5.000019168544e+04  
  5.008953033681e+00  ,-1.829374087974e-01  ,7.000000000000e-01  ,1.751408675872e+04  ,5.000019168544e+04  
  5.008953040232e+00  ,-1.829398759874e-01  ,7.000000000000e-01  ,1.751408693206e+04  ,5.000019168544e+04  
  5.008953053333e+00  ,-1.829425674659e-01  ,7.000000000000e-01  ,1.751408727873e+04  ,5.000019168544e+04  
  5.008953056608e+00  ,-1.829400473507e-01  ,7.000000000000e-01  ,1.751408736540e+04  ,5.000019168544e+04  
  5.008953063159e+00  ,-1.829432595841e-01  ,7.000000000000e-01  ,1.751408753873e+04  ,5.000019171037e+04  
  5.008953076260e+00  ,-1.829409933416e-01  ,7.000000000000e-01  ,1.751408788541e+04  ,5.000019180170e+04  
  5.008953098573e+00  ,-1.829453008831e-01  ,7.000000000000e-01  ,1.751408847584e+04  ,5.000019187271e+04  
  5.008953143199e+00  ,-1.829441734299e-01  ,7.000000000000e-01  ,1.751408965671e+04  ,5.000019197010e+04  
  5.008953220005e+00  ,-1.829505463538e-01  ,7.000000000000e-01  ,1.751409168912e+04  ,5.000019214018e+04  
  5.008953340240e+00  ,-1.829522206826e-01  ,7.000000000000e-01  ,1.751409487070e+04  ,5.000019239883e+04  
  5.008953580709e+00  ,-1.829628275882e-01  ,7.000000000000e-01  ,1.751410123387e+04  ,5.000019291962e+04  
  5.008954061647e+00  ,-1.829678555077e-01  ,7.000000000000e-01  ,1.751411396023e+04  ,5.000019400064e+04  
  5.008955023523e+00  ,-1.829776661179e-01  ,7.000000000000e-01  ,1.751413941302e+04  ,5.000019616266e+04  
  5.008956947275e+00  ,-1.829768884782e-01  ,7.000000000000e-01  ,1.751419031859e+04  ,5.000020048780e+04  
  5.008960794778e+00  ,-1.829389819468e-01  ,7.000000000000e-01  ,1.751429212871e+04  ,5.000020913806e+04  
  5.008968489786e+00  ,-1.829586606327e-01  ,7.000000000000e-01  ,1.751449574701e+04  ,5.000022771854e+04  
  5.008983879800e+00  ,-1.829439078283e-01  ,7.000000000000e-01  ,1.751490297872e+04  ,5.000026487951e+04  
  5.008987727304e+00  ,-1.829484072077e-01  ,7.000000000000e-01  ,1.751500478538e+04  ,5.000027418516e+04  
  5.008995422311e+00  ,-1.829447000637e-01  ,7.000000000000e-01  ,1.751520839742e+04  ,5.000029279647e+04  
  5.009010812326e+00  ,-1.829515128920e-01  ,7.000000000000e-01  ,1.751561561649e+04  ,5.000032943423e+04  
  5.009041592355e+00  ,-1.829545388755e-01  ,7.000000000000e-01  ,1.751643003512e+04  ,5.000040271050e+04  
  5.009103152414e+00  ,-1.824371357943e-01  ,7.000000000000e-01  ,1.751805864348e+04  ,5.000040271053e+04  
  5.009226272531e+00  ,-1.824061415828e-01  ,7.000000000000e-01  ,1.752131521600e+04  ,5.000040271059e+04  
  5.009472512765e+00  ,-1.824313559046e-01  ,7.000000000000e-01  ,1.752782701902e+04  ,5.000111777875e+04  
  5.009534072824e+00  ,-1.733767374681e-01  ,7.000000000000e-01  ,1.752945210548e+04  ,5.000129613094e+04  
  5.009657192941e+00  ,-1.097525230653e-01  ,7.000000000000e-01  ,1.753266102103e+04  ,5.000162921465e+04  
  5.009687972970e+00  ,-1.130587997613e-01  ,7.000000000000e-01  ,1.753345466273e+04  ,5.000171252484e+04  
  5.009749533029e+00  ,-6.338718623738e-02  ,7.000000000000e-01  ,1.753502876402e+04  ,5.000186857037e+04  
  5.009872653146e+00  ,-9.701887973002e-07  ,7.000000000000e-01  ,1.753811286785e+04  ,5.000218067012e+04  
  5.010000000012e+00  ,-4.520605897673e-07  ,7.000000000000e-01  ,1.754126541245e+04  ,5.000248795594e+04  
  5.010003078015e+00  ,-5.002016887357e-07  ,7.000000000000e-01  ,1.754134160658e+04  ,5.000248795598e+04  
  5.010004152997e+00  ,-5.016466831376e-07  ,7.000000000000e-01  ,1.754136821650e+04  ,5.000248795599e+04  
  5.010006302960e+00  ,-5.018641657251e-07  ,7.000000000000e-01  ,1.754142143629e+04  ,5.000248795599e+04  
  5.010006840451e+00  ,-5.013221910932e-07  ,7.000000000000e-01  ,1.754143474122e+04  ,5.000248795599e+04  
  5.010007915433e+00  ,-5.004007556098e-07  ,7.000000000000e-01  ,1.754146135105e+04  ,5.000248795599e+04  
  5.010008184178e+00  ,-5.001828976003e-07  ,7.000000000000e-01  ,1.754146800350e+04  ,5.000248795599e+04  
  5.010008721669e+00  ,-4.997423340425e-07  ,7.000000000000e-01  ,1.754148130841e+04  ,5.000248795599e+04  
  5.010008856042e+00  ,-4.996318999362e-07  ,7.000000000000e-01  ,1.754148463463e+04  ,5.000248795599e+04  
  5.010008889635e+00  ,-4.996011457592e-07  ,7.000000000000e-01  ,1.754148546619e+04  ,5.000248795599e+04  
  5.010008898033e+00  ,-4.995820716280e-07  ,7.000000000000e-01  ,1.754148567408e+04  ,5.000248795599e+04  
  5.010008914830e+00  ,-4.995895726279e-07  ,7.000000000000e-01  ,1.754148608985e+04  ,5.000248795599e+04  
  5.010008919029e+00  ,-4.995658869911e-07  ,7.000000000000e-01  ,1.754148619380e+04  ,5.000248795599e+04  
  5.010008927427e+00  ,-3.657160257409e-07  ,7.000000000000e-01  ,1.754148640169e+04  ,5.000248799321e+04  
  5.010008944224e+00  ,-4.091398296269e-07  ,7.000000000000e-01  ,1.754148681747e+04  ,5.000248811983e+04  
  5.010008972175e+00  ,-5.490926777152e-07  ,7.000000000000e-01  ,1.754148750937e+04  ,5.000248820704e+04  
  5.010009028078e+00  ,-4.318213807086e-07  ,7.000000000000e-01  ,1.754148889318e+04  ,5.000248834436e+04  
  5.010009132875e+00  ,-5.344443712030e-07  ,7.000000000000e-01  ,1.754149148729e+04  ,5.000248860283e+04  
  5.010009326137e+00  ,-4.305986466280e-07  ,7.000000000000e-01  ,1.754149627125e+04  ,5.000248908167e+04  
  5.010009712662e+00  ,-5.269227631999e-07  ,7.000000000000e-01  ,1.754150583915e+04  ,5.000249005133e+04  
  5.010010485710e+00  ,-4.288031472954e-07  ,7.000000000000e-01  ,1.754152497495e+04  ,5.000249200105e+04  
  5.010012031807e+00  ,-5.229472622159e-07  ,7.000000000000e-01  ,1.754156324650e+04  ,5.000249590050e+04  
  5.010015124000e+00  ,-4.233296925782e-07  ,7.000000000000e-01  ,1.754163978941e+04  ,5.000250373782e+04  
  5.010021308388e+00  ,-5.119811241072e-07  ,7.000000000000e-01  ,1.754179287449e+04  ,5.000251945855e+04  
  5.010033677162e+00  ,-4.047563822718e-07  ,7.000000000000e-01  ,1.754209904171e+04  ,5.000255132044e+04  
  5.010058414711e+00  ,-4.797087918007e-07  ,7.000000000000e-01  ,1.754271136434e+04  ,5.000261504468e+04  
  5.010107889808e+00  ,-3.600179373509e-07  ,7.000000000000e-01  ,1.754393596236e+04  ,5.000274191104e+04  
  5.010206840004e+00  ,-4.191764306771e-07  ,7.000000000000e-01  ,1.754638496957e+04  ,5.000299564741e+04  
  5.010404740394e+00  ,-3.564724196103e-07  ,7.000000000000e-01  ,1.755128222890e+04  ,5.000299564751e+04  
  5.010800541176e+00  ,-3.880775979737e-07  ,7.000000000000e-01  ,1.756107372962e+04  ,5.000299564770e+04  
  5.011592142738e+00  ,-2.968918072221e-07  ,7.000000000000e-01  ,1.758064467689e+04  ,5.000518930984e+04  
  5.012994681801e+00  ,-3.886413209309e-07  ,7.000000000000e-01  ,1.761528061070e+04  ,5.000907306072e+04  
  5.014428470863e+00  ,-2.972729139517e-07  ,7.000000000000e-01  ,1.765063642063e+04  ,5.001303981053e+04  
  5.017296048988e+00  ,-3.891745840312e-07  ,7.000000000000e-01  ,1.772119175209e+04  ,5.002097374207e+04  
  5.023031205238e+00  ,-2.985468495198e-07  ,7.000000000000e-01  ,1.786168365227e+04  ,5.003682880926e+04  
  5.034501517738e+00  ,-3.917247887453e-07  ,7.000000000000e-01  ,1.814024192040e+04  ,5.006854046994e+04  
  5.057442142738e+00  ,-3.550643300487e-07  ,7.000000000000e-01  ,1.868802850967e+04  ,5.006854048139e+04  
  5.103323392738e+00  ,-4.002616723620e-07  ,7.000000000000e-01  ,1.974892436757e+04  ,5.006854050430e+04  
  5.195085892738e+00  ,-3.177905830987e-07  ,7.000000000000e-01  ,2.174896499243e+04  ,5.032118654194e+04  
  5.265410892738e+00  ,-4.154620063812e-07  ,7.000000000000e-01  ,2.318431816391e+04  ,5.051481619648e+04  
  5.335160892738e+00  ,-3.807293973701e-07  ,7.000000000000e-01  ,2.453594775429e+04  ,5.051468315091e+04  
  5.474660892738e+00  ,-4.288481538217e-07  ,7.000000000000e-01  ,2.705386757225e+04  ,5.051481630004e+04  
  5.753660892738e+00  ,-3.487897885512e-07  ,7.000000000000e-01  ,3.146686339732e+04  ,5.127142216707e+04  
  6.000000000012e+00  ,-4.481001736334e-07  ,7.000000000000e-01  ,3.476564348173e+04  ,5.193947634516e+04  
  6.005000000011e+00  ,-4.547312677794e-07  ,7.000000000000e-01  ,3.482721305690e+04  ,5.193947634756e+04  
  6.005156250011e+00  ,-4.558016468981e-07  ,7.000000000000e-01  ,3.482913700955e+04  ,5.193947634763e+04  
  6.005161132823e+00  ,-4.558290113976e-07  ,7.000000000000e-01  ,3.482919712996e+04  ,5.193947634764e+04  
  6.005170898448e+00  ,-4.558928615173e-07  ,7.000000000000e-01  ,3.482931737021e+04  ,5.193947634764e+04  
  6.005190429698e+00  ,-4.560193045400e-07  ,7.000000000000e-01  ,3.482955784844e+04  ,5.193947634765e+04  
  6.005229492198e+00  ,-4.562819708176e-07  ,7.000000000000e-01  ,3.483003879586e+04  ,5.193947634767e+04  
  6.005307617198e+00  ,-4.568074138678e-07  ,7.000000000000e-01  ,3.483100065448e+04  ,5.193947634771e+04  
  6.005463867198e+00  ,-4.578689305479e-07  ,7.000000000000e-01  ,3.483292422688e+04  ,5.193947634778e+04  
  6.005776367198e+00  ,-4.600172586189e-07  ,7.000000000000e-01  ,3.483677079233e+04  ,5.193947634793e+04  
  6.006401367198e+00  ,-5.195565002114e-07  ,7.000000000000e-01  ,3.484446160575e+04  ,5.193947634823e+04  
  6.007651367198e+00  ,-2.382147406443e-06  ,7.000000000000e-01  ,3.485983396044e+04  ,5.193947634883e+04  
  6.010151367198e+00  ,-1.947647308261e-01  ,7.000000000000e-01  ,3.489164668744e+04  ,5.193947635003e+04  
  6.015151367198e+00  ,-1.948402924900e-01  ,7.000000000000e-01  ,3.495732224667e+04  ,5.193947635244e+04  
  6.025151367198e+00  ,4.066241681867e-01  ,7.000000000000e-01  ,3.493980110618e+04  ,5.193947635724e+04  
  6.040462304698e+00  ,6.978311391431e-01  ,7.000000000000e-01  ,3.473860658053e+04  ,5.193947636460e+04  
  6.050000000012e+00  ,8.772093350999e-01  ,7.000000000000e-01  ,3.465591429351e+04  ,5.193947636919e+04  
  6.053062187512e+00  ,8.776533381315e-01  ,7.000000000000e-01  ,3.463243714216e+04  ,5.193947637066e+04  
  6.059186406262e+00  ,8.772951971041e-01  ,7.000000000000e-01  ,3.458551241483e+04  ,5.193947637360e+04  
  6.071434843762e+00  ,8.762999232276e-01  ,7.000000000000e-01  ,3.449182753860e+04  ,5.193947637949e+04  
  6.094519218762e+00  ,8.746575086843e-01  ,7.000000000000e-01  ,3.431585759216e+04  ,5.193947639059e+04  
  6.140687968762e+00  ,8.711314583779e-01  ,7.000000000000e-01  ,3.396626088811e+04  ,5.193947641278e+04  
  6.233025468762e+00  ,8.642627031077e-01  ,7.000000000000e-01  ,3.327648385839e+04  ,5.193947645716e+04  
  6.417700468762e+00  ,8.501604112098e-01  ,7.000000000000e-01  ,3.193495252968e+04  ,5.193947654592e+04  
  6.787050468762e+00  ,8.217168108094e-01  ,7.000000000000e-01  ,2.940649398182e+04  ,5.193947672345e+04  
  7.525750468762e+00  ,7.639701035223e-01  ,7.000000000000e-01  ,2.497758067633e+04  ,5.193947707851e+04  
  8.525750468762e+00  ,6.889439502847e-01  ,7.000000000000e-01  ,2.027696705986e+04  ,5.193947755917e+04  
  9.525750468762e+00  ,6.231467059697e-01  ,7.000000000000e-01  ,1.690140490436e+04  ,5.193947803982e+04  
  1.052575046876e+01  ,5.703910986194e-01  ,7.000000000000e-01  ,1.457305200962e+04  ,5.193947852047e+04  
  1.100000000001e+01  ,5.501252326649e-01  ,7.000000000000e-01  ,1.375826711583e+04  ,5.193947874842e+04  
  1.100300000001e+01  ,4.891833297443e-01  ,7.000000000000e-01  ,1.375305511584e+04  ,5.193947874986e+04  
  1.100900000001e+01  ,3.671335805266e-01  ,7.000000000000e-01  ,1.374103461979e+04  ,5.193947875275e+04  
  1.101050000001e+01  ,3.367243856483e-01  ,7.000000000000e-01  ,1.373748915625e+04  ,5.193947875347e+04  
  1.101350000001e+01  ,2.762337047025e-01  ,7.000000000000e-01  ,1.372938244706e+04  ,5.193947875491e+04  
  1.101950000001e+01  ,1.587560287444e-01  ,7.000000000000e-01  ,1.370590163898e+04  ,5.193947875779e+04  
  1.101966406251e+01  ,1.556742491521e-01  ,7.000000000000e-01  ,1.370509373848e+04  ,5.193947875787e+04  
