  Time                 , V(VS)                , (V(MH:+)-V(MH:-))  / I(MH:+)
  4.026977539062e-03  ,8.925077059236e-01  ,4.989329063346e+04  
  4.081066894531e-03  ,8.931302835170e-01  ,4.989231421101e+04  
  4.189245605469e-03  ,1.158946501053e+00  ,4.989058784109e+04  
  4.405603027344e-03  ,9.498947111423e-01  ,4.988733337601e+04  
  4.625305175781e-03  ,9.648609881893e-01  ,4.988380508446e+04  
  4.910803222656e-03  ,1.097714163640e+00  ,4.987952944857e+04  
  5.481799316406e-03  ,9.422040467544e-01  ,4.987030620370e+04  
  6.274768066406e-03  ,9.505050813318e-01  ,4.985688635184e+04  
  7.128576660156e-03  ,8.876003295999e-01  ,4.984171811890e+04  
  8.836193847656e-03  ,8.284554582354e-01  ,4.980937730756e+04  
  1.225142822266e-02  ,1.035163426618e+00  ,4.974963161412e+04  
  1.785767822266e-02  ,9.725638599811e-01  ,4.965552717012e+04  
  2.340377197266e-02  ,1.128720969268e+00  ,4.957346864889e+04  
  3.340377197266e-02  ,8.134525589770e-01  ,4.939379118998e+04  
  3.465377197266e-02  ,9.025910214545e-01  ,4.937158458130e+04  
  3.715377197266e-02  ,1.097091586047e+00  ,4.933251564137e+04  
  4.215377197266e-02  ,1.140049439985e+00  ,4.926305995763e+04  
  5.215377197266e-02  ,8.683370464187e-01  ,4.910282282102e+04  
  6.215377197266e-02  ,1.102401806696e+00  ,4.895580197079e+04  
  7.215377197266e-02  ,9.720877712333e-01  ,4.880491218374e+04  
  8.215377197266e-02  ,9.612964262825e-01  ,4.864264416679e+04  
  9.215377197266e-02  ,8.571672719504e-01  ,4.846485760352e+04  
  1.021537719727e-01  ,1.003900265511e+00  ,4.830263656437e+04  
  1.121537719727e-01  ,9.862849818415e-01  ,4.814380893854e+04  
  1.221537719727e-01  ,9.946104312265e-01  ,4.798734813947e+04  
  1.321537719727e-01  ,8.335337382122e-01  ,4.780875907270e+04  
  1.421537719727e-01  ,1.134177678762e+00  ,4.766037008661e+04  
  1.521537719727e-01  ,1.152439954833e+00  ,4.752842687541e+04  
  1.621537719727e-01  ,1.019782097842e+00  ,4.738479185615e+04  
  1.721537719727e-01  ,1.003534043397e+00  ,4.723410814599e+04  
  1.821537719727e-01  ,8.384777367473e-01  ,4.706513580332e+04  
  1.921537719727e-01  ,9.442793053987e-01  ,4.690087865797e+04  
  2.021537719727e-01  ,1.086922818690e+00  ,4.675427847358e+04  
  2.121537719727e-01  ,8.029175695059e-01  ,4.658833258315e+04  
  2.221537719727e-01  ,8.511001922666e-01  ,4.640073922926e+04  
  2.321537719727e-01  ,8.342295602283e-01  ,4.621513224446e+04  
  2.421537719727e-01  ,1.153245643483e+00  ,4.606823449519e+04  
  2.521537719727e-01  ,8.369029816584e-01  ,4.589735134380e+04  
  2.621537719727e-01  ,9.261635181738e-01  ,4.573209311457e+04  
  2.721537719727e-01  ,1.050654622028e+00  ,4.558340771154e+04  
  2.821537719727e-01  ,1.061152989288e+00  ,4.544395004518e+04  
  2.921537719727e-01  ,9.955626087222e-01  ,4.530045090818e+04  
  3.021537719727e-01  ,9.412884914701e-01  ,4.514728912931e+04  
  3.121537719727e-01  ,1.117184972686e+00  ,4.500344697307e+04  
  3.221537719727e-01  ,9.704275643178e-01  ,4.486268434632e+04  
  3.321537719727e-01  ,8.076174199652e-01  ,4.469120573264e+04  
  3.421537719727e-01  ,8.862453077792e-01  ,4.451411035291e+04  
  3.521537719727e-01  ,1.136545915098e+00  ,4.436743331075e+04  
  3.621537719727e-01  ,9.566209906308e-01  ,4.422815461660e+04  
  3.721537719727e-01  ,1.095016327403e+00  ,4.408649319200e+04  
  3.821537719727e-01  ,9.493697927793e-01  ,4.393719217267e+04  
  3.921537719727e-01  ,1.181469161046e+00  ,4.380769576023e+04  
  4.021537719727e-01  ,1.088534195990e+00  ,4.367741248805e+04  
  4.121537719727e-01  ,9.906674398022e-01  ,4.353737444727e+04  
  4.221537719727e-01  ,1.114059877316e+00  ,4.340152832124e+04  
  4.321537719727e-01  ,9.550340281381e-01  ,4.326300724888e+04  
  4.421537719727e-01  ,1.096920682394e+00  ,4.313124841220e+04  
  4.521537719727e-01  ,9.821588793603e-01  ,4.299070247836e+04  
  4.621537719727e-01  ,1.078011413923e+00  ,4.285701333530e+04  
  4.721537719727e-01  ,8.831446272164e-01  ,4.270396574045e+04  
  4.821537719727e-01  ,9.472457045198e-01  ,4.255303621674e+04  
  4.921537719727e-01  ,8.435193945128e-01  ,4.238898884762e+04  
  5.021537719727e-01  ,1.107516708884e+00  ,4.225092974312e+04  
  5.121537719727e-01  ,8.014526810511e-01  ,4.208494654714e+04  
  5.134037719727e-01  ,1.118002868740e+00  ,4.206896631818e+04  
  5.159037719727e-01  ,1.039509262368e+00  ,4.203615889417e+04  
  5.202693969727e-01  ,9.993957335124e-01  ,4.197663702737e+04  
  5.254467407227e-01  ,8.728537858211e-01  ,4.189842577908e+04  
  5.354467407227e-01  ,1.013922544023e+00  ,4.175594707064e+04  
  5.454467407227e-01  ,8.436658833583e-01  ,4.159639530269e+04  
  5.554467407227e-01  ,9.836725974303e-01  ,4.144936064146e+04  
  5.654467407227e-01  ,1.111667226173e+00  ,4.131871767387e+04  
  5.754467407227e-01  ,9.764946440016e-01  ,4.118689359322e+04  
  5.854467407227e-01  ,1.157335123753e+00  ,4.105800605968e+04  
  5.954467407227e-01  ,1.123862422559e+00  ,4.093497133699e+04  
  6.054467407227e-01  ,1.192272713401e+00  ,4.081910885650e+04  
  6.154467407227e-01  ,1.197729422895e+00  ,4.070617392732e+04  
  6.254467407227e-01  ,8.053102206488e-01  ,4.055261276233e+04  
  6.266967407227e-01  ,1.155967894528e+00  ,4.053450104467e+04  
  6.291967407227e-01  ,1.127329325236e+00  ,4.050221887067e+04  
  6.337279907227e-01  ,9.177037873470e-01  ,4.043813997168e+04  
  6.392842407227e-01  ,8.119144260994e-01  ,4.034896070007e+04  
  6.492842407227e-01  ,1.197070223090e+00  ,4.020786398708e+04  
  6.592842407227e-01  ,8.466689046907e-01  ,4.007135027602e+04  
  6.605342407227e-01  ,8.215826899014e-01  ,4.005069400501e+04  
  6.630342407227e-01  ,9.128452406384e-01  ,4.001101376112e+04  
  6.680342407227e-01  ,9.687551499985e-01  ,3.993752231351e+04  
  6.741279907227e-01  ,9.711600085452e-01  ,3.985127739156e+04  
  6.841279907227e-01  ,1.176073488571e+00  ,3.972617936048e+04  
  6.941279907227e-01  ,1.157628101444e+00  ,3.961368398149e+04  
  7.041279907227e-01  ,1.126255073702e+00  ,3.949845867329e+04  
  7.141279907227e-01  ,9.741142002625e-01  ,3.937178746823e+04  
  7.241279907227e-01  ,1.088583025605e+00  ,3.924316528867e+04  
  7.341279907227e-01  ,8.129642628254e-01  ,3.909939021495e+04  
  7.441279907227e-01  ,9.104403820917e-01  ,3.895384477651e+04  
  7.541279907227e-01  ,9.840876491592e-01  ,3.881619066462e+04  
  7.641279907227e-01  ,9.311929685354e-01  ,3.867838980213e+04  
  7.741279907227e-01  ,9.871150852992e-01  ,3.854118557844e+04  
  7.841279907227e-01  ,9.234534745323e-01  ,3.840050148738e+04  
  7.941279907227e-01  ,8.144413586840e-01  ,3.824436062671e+04  
  8.041279907227e-01  ,1.004583880123e+00  ,3.809805086467e+04  
  8.141279907227e-01  ,9.555589465011e-01  ,3.795877011791e+04  
  8.241279907227e-01  ,1.006195257424e+00  ,3.782716600163e+04  
  8.341279907227e-01  ,9.403118991668e-01  ,3.769165669429e+04  
  8.441279907227e-01  ,8.898586993011e-01  ,3.754923002922e+04  
  8.541279907227e-01  ,1.155638294626e+00  ,3.742197825601e+04  
  8.641279907227e-01  ,9.046418652913e-01  ,3.729652331749e+04  
  8.741279907227e-01  ,1.149754325999e+00  ,3.717099986396e+04  
  8.841279907227e-01  ,1.144907986694e+00  ,3.705660361761e+04  
  8.941279907227e-01  ,1.147544785913e+00  ,3.694626521794e+04  
  9.041279907227e-01  ,8.368541520432e-01  ,3.680689605012e+04  
  9.141279907227e-01  ,1.092660298471e+00  ,3.668462374460e+04  
  9.241279907227e-01  ,9.076815088351e-01  ,3.655804245536e+04  
  9.341279907227e-01  ,1.054182561724e+00  ,3.643741511813e+04  
  9.441279907227e-01  ,8.233161412397e-01  ,3.629388611736e+04  
  9.541279907227e-01  ,9.397991882076e-01  ,3.615741020357e+04  
  9.641279907227e-01  ,1.169249549852e+00  ,3.604260786467e+04  
  9.741279907227e-01  ,1.192541276284e+00  ,3.593988721467e+04  
  9.841279907227e-01  ,1.043061616871e+00  ,3.583046690068e+04  
  9.941279907227e-01  ,9.644947660756e-01  ,3.570790389610e+04  
  1.004127990723e+00  ,8.785668507950e-01  ,3.557329271880e+04  
  1.014127990723e+00  ,8.087771233253e-01  ,3.542506816345e+04  
  1.024127990723e+00  ,8.779808954131e-01  ,3.527728401220e+04  
  1.034127990723e+00  ,1.059468367565e+00  ,3.515023919581e+04  
  1.044127990723e+00  ,8.420789208655e-01  ,3.502026755340e+04  
  1.054127990723e+00  ,1.029987487411e+00  ,3.488883290987e+04  
  1.064127990723e+00  ,9.080843531602e-01  ,3.475598481953e+04  
  1.074127990723e+00  ,1.001336710715e+00  ,3.463215437491e+04  
  1.084127990723e+00  ,9.801202429273e-01  ,3.450966545186e+04  
  1.094127990723e+00  ,9.445478682821e-01  ,3.438445467379e+04  
  1.104127990723e+00  ,1.119882808924e+00  ,3.426895509035e+04  
  1.114127990723e+00  ,8.752830591754e-01  ,3.413910213745e+04  
  1.124127990723e+00  ,1.102938932463e+00  ,3.402545589351e+04  
  1.134127990723e+00  ,1.124179815058e+00  ,3.391889101440e+04  
  1.144127990723e+00  ,1.190649128697e+00  ,3.381905063060e+04  
  1.154127990723e+00  ,8.723532822657e-01  ,3.369514253936e+04  
  1.164127990723e+00  ,1.168834498123e+00  ,3.358858808943e+04  
  1.174127990723e+00  ,1.099703970458e+00  ,3.348351387447e+04  
  1.184127990723e+00  ,9.108798486282e-01  ,3.336295172247e+04  
  1.194127990723e+00  ,1.071968749046e+00  ,3.324544765156e+04  
  1.204127990723e+00  ,1.186657307657e+00  ,3.314456600217e+04  
  1.214127990723e+00  ,1.103305154576e+00  ,3.304246327280e+04  
  1.224127990723e+00  ,1.007696768090e+00  ,3.293448381122e+04  
  1.234127990723e+00  ,8.219611194189e-01  ,3.280689059624e+04  
  1.244127990723e+00  ,1.125510422071e+00  ,3.268615064773e+04  
  1.254127990723e+00  ,9.896664326914e-01  ,3.257922666164e+04  
  1.264127990723e+00  ,8.312509537034e-01  ,3.245110738622e+04  
  1.274127990723e+00  ,1.129013946959e+00  ,3.233263964274e+04  
  1.284127990723e+00  ,9.937925351726e-01  ,3.221805762450e+04  
  1.294127990723e+00  ,1.048542741173e+00  ,3.210931726103e+04  
  1.304127990723e+00  ,1.167271950438e+00  ,3.201057604347e+04  
  1.314127990723e+00  ,8.714133121738e-01  ,3.189905954749e+04  
  1.324127990723e+00  ,1.050520340587e+00  ,3.179214492725e+04  
  1.334127990723e+00  ,8.211554307688e-01  ,3.166493449800e+04  
  1.344127990723e+00  ,1.037495040742e+00  ,3.155232979600e+04  
  1.354127990723e+00  ,1.047285378582e+00  ,3.144557174418e+04  
  1.364127990723e+00  ,1.110898159734e+00  ,3.134532030739e+04  
  1.374127990723e+00  ,1.033124790185e+00  ,3.124207349496e+04  
  1.384127990723e+00  ,1.151268044069e+00  ,3.114586395504e+04  
  1.394127990723e+00  ,1.070284127323e+00  ,3.104705621340e+04  
  1.404127990723e+00  ,9.091341898862e-01  ,3.093436384133e+04  
  1.414127990723e+00  ,1.156175420392e+00  ,3.082887765404e+04  
  1.424127990723e+00  ,8.701071199683e-01  ,3.072082032325e+04  
  1.434127990723e+00  ,9.255043183691e-01  ,3.060743122474e+04  
  1.444127990723e+00  ,8.807641834773e-01  ,3.048817930628e+04  
  1.454127990723e+00  ,9.113559373760e-01  ,3.037034469173e+04  
  1.464127990723e+00  ,9.482833338420e-01  ,3.025667072533e+04  
  1.474127990723e+00  ,1.198107852412e+00  ,3.015791162810e+04  
  1.484127990723e+00  ,9.268471327860e-01  ,3.004923025200e+04  
  1.494127990723e+00  ,1.026117740410e+00  ,2.994184281065e+04  
  1.504127990723e+00  ,9.114780114139e-01  ,2.982939991702e+04  
  1.514127990723e+00  ,1.186913663137e+00  ,2.973488783520e+04  
  1.524127990723e+00  ,9.228675191504e-01  ,2.962836855233e+04  
  1.534127990723e+00  ,1.157750175481e+00  ,2.953465901368e+04  
  1.544127990723e+00  ,9.364177373577e-01  ,2.943013835610e+04  
  1.554127990723e+00  ,1.115915402692e+00  ,2.933513564576e+04  
  1.564127990723e+00  ,9.346110415967e-01  ,2.923055331970e+04  
  1.574127990723e+00  ,1.095822016053e+00  ,2.913476915738e+04  
  1.584127990723e+00  ,1.093624683370e+00  ,2.904199197162e+04  
  1.594127990723e+00  ,1.055708487197e+00  ,2.894803427921e+04  
  1.604127990723e+00  ,9.035431989502e-01  ,2.884476658185e+04  
  1.614127990723e+00  ,1.155992309336e+00  ,2.874629907273e+04  
  1.624127990723e+00  ,1.016083254494e+00  ,2.865505572766e+04  
  1.634127990723e+00  ,9.677785576952e-01  ,2.855625091593e+04  
  1.644127990723e+00  ,9.642628254036e-01  ,2.845366074537e+04  
  1.654127990723e+00  ,1.077657399213e+00  ,2.835717254586e+04  
  1.664127990723e+00  ,8.560441908017e-01  ,2.825384182013e+04  
  1.674127990723e+00  ,8.837305825983e-01  ,2.813980710944e+04  
  1.684127990723e+00  ,9.564256721702e-01  ,2.803390961783e+04  
  1.694127990723e+00  ,9.381023590808e-01  ,2.793118846391e+04  
  1.704127990723e+00  ,9.928037354656e-01  ,2.783093391719e+04  
  1.714127990723e+00  ,8.323984496597e-01  ,2.771919727754e+04  
  1.724127990723e+00  ,1.093771172216e+00  ,2.762438676576e+04  
  1.734127990723e+00  ,9.955381939146e-01  ,2.752919547015e+04  
  1.744127990723e+00  ,9.535325174718e-01  ,2.743102136509e+04  
  1.754127990723e+00  ,1.126950895718e+00  ,2.733990267786e+04  
  1.764127990723e+00  ,1.152647480697e+00  ,2.725848917321e+04  
  1.774127990723e+00  ,1.173473311563e+00  ,2.717913102133e+04  
  1.784127990723e+00  ,1.010065004425e+00  ,2.709125798629e+04  
  1.794127990723e+00  ,1.024677266762e+00  ,2.700173829518e+04  
  1.804127990723e+00  ,9.425336466567e-01  ,2.690610494923e+04  
  1.814127990723e+00  ,1.099044770653e+00  ,2.681891306546e+04  
  1.824127990723e+00  ,9.139439069796e-01  ,2.672231701765e+04  
  1.834127990723e+00  ,1.172045045320e+00  ,2.663896411752e+04  
  1.844127990723e+00  ,1.021198156682e+00  ,2.655193922578e+04  
  1.854127990723e+00  ,1.007831049532e+00  ,2.646305035124e+04  
  1.864127990723e+00  ,8.321054719687e-01  ,2.635960945474e+04  
  1.874127990723e+00  ,1.047224341563e+00  ,2.626823589216e+04  
  1.884127990723e+00  ,8.167485580004e-01  ,2.616309749518e+04  
  1.894127990723e+00  ,8.274056215094e-01  ,2.605481450194e+04  
  1.904127990723e+00  ,9.460737937559e-01  ,2.595596157073e+04  
  1.914127990723e+00  ,8.129520554216e-01  ,2.585345200149e+04  
  1.924127990723e+00  ,1.119309060945e+00  ,2.575924585900e+04  
  1.934127990723e+00  ,9.524582659383e-01  ,2.566647316850e+04  
  1.944127990723e+00  ,1.176708273568e+00  ,2.558707598482e+04  
  1.954127990723e+00  ,1.191979735710e+00  ,2.551300126694e+04  
  1.964127990723e+00  ,9.046784875027e-01  ,2.542409478207e+04  
  1.974127990723e+00  ,8.236823633534e-01  ,2.532267561449e+04  
  1.984127990723e+00  ,1.097421185949e+00  ,2.523087732160e+04  
  1.994127990723e+00  ,1.177526169622e+00  ,2.515289592482e+04  
  2.004127990723e+00  ,1.052607806635e+00  ,2.507734995409e+04  
  2.014127990723e+00  ,8.231574449904e-01  ,2.498236551356e+04  
  2.024127990723e+00  ,1.098043763543e+00  ,2.490022463561e+04  
  2.034127990723e+00  ,1.191723380230e+00  ,2.482788270827e+04  
  2.044127990723e+00  ,9.219763786737e-01  ,2.474307991380e+04  
  2.054127990723e+00  ,1.198693807794e+00  ,2.466357862082e+04  
  2.064127990723e+00  ,8.620258186590e-01  ,2.458098637775e+04  
  2.074127990723e+00  ,1.103915524766e+00  ,2.450431452762e+04  
  2.084127990723e+00  ,1.145603808710e+00  ,2.443177173112e+04  
  2.094127990723e+00  ,1.129343546861e+00  ,2.436005280162e+04  
  2.104127990723e+00  ,1.019464705344e+00  ,2.428319089978e+04  
  2.114127990723e+00  ,1.121713919492e+00  ,2.420785259578e+04  
  2.124127990723e+00  ,1.007013153478e+00  ,2.413232012136e+04  
  2.134127990723e+00  ,8.451429792169e-01  ,2.404278274256e+04  
  2.144127990723e+00  ,8.382824182867e-01  ,2.394605943836e+04  
  2.154127990723e+00  ,9.672780541398e-01  ,2.385652219040e+04  
  2.164127990723e+00  ,9.618457594531e-01  ,2.377429726936e+04  
  2.174127990723e+00  ,1.113034455397e+00  ,2.370036726994e+04  
  2.184127990723e+00  ,1.016351817377e+00  ,2.362456684615e+04  
  2.194127990723e+00  ,9.511642811365e-01  ,2.354451134833e+04  
  2.204127990723e+00  ,1.066158024842e+00  ,2.346972782300e+04  
  2.214127990723e+00  ,1.001739555040e+00  ,2.339520358999e+04  
  2.224127990723e+00  ,8.367320780053e-01  ,2.330805390782e+04  
  2.234127990723e+00  ,1.156334116642e+00  ,2.322877895782e+04  
  2.244127990723e+00  ,1.074361400189e+00  ,2.316115255221e+04  
  2.254127990723e+00  ,1.038068788720e+00  ,2.309022554439e+04  
  2.264127990723e+00  ,1.148863185522e+00  ,2.302159414216e+04  
  2.274127990723e+00  ,1.144871364483e+00  ,2.295692361814e+04  
  2.284127990723e+00  ,9.691213721122e-01  ,2.288595655528e+04  
  2.294127990723e+00  ,1.067146824549e+00  ,2.281272356449e+04  
  2.304127990723e+00  ,8.378673665578e-01  ,2.273314715579e+04  
  2.314127990723e+00  ,1.199841303751e+00  ,2.266640188938e+04  
  2.324127990723e+00  ,8.858790856655e-01  ,2.258834090583e+04  
  2.334127990723e+00  ,1.129013946959e+00  ,2.251975872141e+04  
  2.344127990723e+00  ,1.044807275613e+00  ,2.245080782250e+04  
  2.354127990723e+00  ,1.114731284524e+00  ,2.238506677750e+04  
  2.364127990723e+00  ,1.194274727622e+00  ,2.232364719396e+04  
  2.374127990723e+00  ,1.064131595813e+00  ,2.226056938793e+04  
  2.384127990723e+00  ,8.000122074038e-01  ,2.218144778113e+04  
  2.394127990723e+00  ,1.143211157567e+00  ,2.210515425103e+04  
  2.404127990723e+00  ,8.991973632008e-01  ,2.203490047060e+04  
  2.414127990723e+00  ,1.160325937681e+00  ,2.197168488815e+04  
  2.424127990723e+00  ,1.132432020020e+00  ,2.190994203843e+04  
  2.434127990723e+00  ,1.121335489975e+00  ,2.184842669998e+04  
  2.444127990723e+00  ,1.123886837367e+00  ,2.178723425093e+04  
  2.454127990723e+00  ,1.153587450789e+00  ,2.172723073658e+04  
  2.464127990723e+00  ,9.170445875423e-01  ,2.165994568917e+04  
  2.474127990723e+00  ,1.175084688864e+00  ,2.159351242043e+04  
  2.484127990723e+00  ,1.037470625935e+00  ,2.153220582266e+04  
  2.494127990723e+00  ,1.095333719901e+00  ,2.147090697475e+04  
  2.504127990723e+00  ,1.123227637562e+00  ,2.141089529959e+04  
  2.514127990723e+00  ,8.254890591144e-01  ,2.133973186295e+04  
  2.524127990723e+00  ,9.895687734611e-01  ,2.126450988013e+04  
  2.534127990723e+00  ,9.985778374584e-01  ,2.119755968116e+04  
  2.544127990723e+00  ,1.126267281106e+00  ,2.113658842472e+04  
  2.554127990723e+00  ,1.103891109958e+00  ,2.107694174219e+04  
  2.564127990723e+00  ,1.014508499405e+00  ,2.101414147125e+04  
  2.574127990723e+00  ,1.175402081362e+00  ,2.095681556931e+04  
  2.584127990723e+00  ,9.447431867428e-01  ,2.089503777227e+04  
  2.594127990723e+00  ,8.898586993011e-01  ,2.082556310591e+04  
  2.604127990723e+00  ,1.067464217048e+00  ,2.075906109396e+04  
  2.614127990723e+00  ,9.784600360118e-01  ,2.069656488020e+04  
  2.624127990723e+00  ,1.066194647053e+00  ,2.063628938909e+04  
  2.634127990723e+00  ,8.843531601917e-01  ,2.056800436279e+04  
  2.644127990723e+00  ,1.155149998474e+00  ,2.050946454262e+04  
  2.654127990723e+00  ,1.058882412183e+00  ,2.045081959793e+04  
  2.664127990723e+00  ,9.234412671285e-01  ,2.038602385263e+04  
  2.674127990723e+00  ,8.304330576495e-01  ,2.031380379991e+04  
  2.684127990723e+00  ,9.236121707816e-01  ,2.024231540389e+04  
  2.694127990723e+00  ,8.529190954314e-01  ,2.017239195733e+04  
  2.704127990723e+00  ,8.843775749992e-01  ,2.010274311521e+04  
  2.714127990723e+00  ,9.941587572863e-01  ,2.003903376088e+04  
  2.724127990723e+00  ,8.654805139317e-01  ,1.997347169642e+04  
  2.734127990723e+00  ,8.102542191839e-01  ,1.990062436488e+04  
  2.744127990723e+00  ,8.174077578051e-01  ,1.982696226790e+04  
  2.754127990723e+00  ,1.118161564989e+00  ,1.976764468523e+04  
  2.764127990723e+00  ,1.109286782434e+00  ,1.971539954495e+04  
  2.774127990723e+00  ,1.076009399701e+00  ,1.966230080324e+04  
  2.784127990723e+00  ,8.952299569689e-01  ,1.960090136205e+04  
  2.794127990723e+00  ,1.060383922849e+00  ,1.954435354278e+04  
  2.804127990723e+00  ,1.153245643483e+00  ,1.949271455116e+04  
  2.814127990723e+00  ,9.391888180181e-01  ,1.943470356308e+04  
  2.824127990723e+00  ,8.993072298349e-01  ,1.937279948468e+04  
  2.834127990723e+00  ,1.130466628010e+00  ,1.931921138148e+04  
  2.844127990723e+00  ,9.062166203803e-01  ,1.926318342419e+04  
  2.854127990723e+00  ,1.160216071047e+00  ,1.920808810182e+04  
  2.864127990723e+00  ,8.877956480605e-01  ,1.914748527001e+04  
  2.874127990723e+00  ,1.136191900388e+00  ,1.909520834754e+04  
  2.884127990723e+00  ,1.198071230201e+00  ,1.904764801918e+04  
  2.894127990723e+00  ,1.089547410504e+00  ,1.899855455933e+04  
  2.904127990723e+00  ,1.089071321757e+00  ,1.894880278828e+04  
  2.914127990723e+00  ,9.528122806482e-01  ,1.889540750323e+04  
  2.924127990723e+00  ,9.220496230964e-01  ,1.883832555708e+04  
  2.934127990723e+00  ,1.090548417615e+00  ,1.878678800931e+04  
  2.944127990723e+00  ,1.083626819666e+00  ,1.873798024663e+04  
  2.954127990723e+00  ,8.272957548753e-01  ,1.867813035339e+04  
  2.964127990723e+00  ,9.718436231574e-01  ,1.861825881758e+04  
  2.974127990723e+00  ,9.784844508194e-01  ,1.856425903278e+04  
  2.984127990723e+00  ,9.367595446638e-01  ,1.850895895422e+04  
  2.994127990723e+00  ,1.030353709525e+00  ,1.845592503043e+04  
  3.004127990723e+00  ,9.355143894772e-01  ,1.840317134097e+04  
  3.014127990723e+00  ,9.885921811579e-01  ,1.835102200721e+04  
  3.024127990723e+00  ,1.144517349773e+00  ,1.830432439975e+04  
  3.034127990723e+00  ,1.068587298196e+00  ,1.825877344459e+04  
  3.044127990723e+00  ,1.109018219550e+00  ,1.821268352222e+04  
  3.054127990723e+00  ,1.185522019105e+00  ,1.816951859194e+04  
  3.064127990723e+00  ,8.553727835932e-01  ,1.811562926248e+04  
  3.074127990723e+00  ,8.693258461257e-01  ,1.805707034173e+04  
  3.084127990723e+00  ,9.917905209510e-01  ,1.800441368015e+04  
  3.094127990723e+00  ,1.026581621754e+00  ,1.795576158444e+04  
  3.104127990723e+00  ,8.303598132267e-01  ,1.790207593663e+04  
  3.114127990723e+00  ,9.506271553697e-01  ,1.784660936141e+04  
  3.124127990723e+00  ,8.268440809351e-01  ,1.779139884927e+04  
  3.134127990723e+00  ,9.915952024903e-01  ,1.774085173844e+04  
  3.144127990723e+00  ,1.003704947050e+00  ,1.769245993867e+04  
  3.154127990723e+00  ,1.188818018128e+00  ,1.765022492280e+04  
  3.164127990723e+00  ,9.478682821131e-01  ,1.760293116997e+04  
  3.174127990723e+00  ,1.191430402539e+00  ,1.756139703917e+04  
  3.184127990723e+00  ,1.107003997925e+00  ,1.751979830550e+04  
  3.194127990723e+00  ,1.196325571459e+00  ,1.748053233910e+04  
  3.204127990723e+00  ,1.095834223457e+00  ,1.743965712717e+04  
  3.214127990723e+00  ,8.681051057466e-01  ,1.739037077523e+04  
  3.224127990723e+00  ,1.019037446211e+00  ,1.734133648070e+04  
  3.234127990723e+00  ,1.122116763817e+00  ,1.729909311518e+04  
  3.244127990723e+00  ,8.677632984405e-01  ,1.724996621151e+04  
  3.254127990723e+00  ,8.987823114719e-01  ,1.719856383259e+04  
  3.264127990723e+00  ,9.039582506790e-01  ,1.714862679088e+04  
